KEY,en
FURNITURE_DESC_SET_CUTE_CHAIR,
FURNITURE_NAME_SET_CUTE_STOOL,Милый табурет
FURNITURE_DESC_SET_CUTE_STOOL,
FURNITURE_NAME_SET_CUTE_TABLE2,Милый журнальный столик
FURNITURE_DESC_SET_CUTE_TABLE2,
FURNITURE_NAME_SET_CUTE_SIDETABLE2,Милая тумбочка Б
FURNITURE_DESC_SET_CUTE_SIDETABLE2,
FURNITURE_NAME_OBJECT_WOOD_TABLE,Деревянный стол
FURNITURE_DESC_OBJECT_WOOD_TABLE,
FURNITURE_NAME_OBJECT_STATUE_LION,Статуя льва-стража
FURNITURE_DESC_OBJECT_STATUE_LION,
FURNITURE_NAME_OBJECT_STATUE_JESUS,Статуя Христа-Искупителя
FURNITURE_DESC_OBJECT_STATUE_JESUS,
FURNITURE_NAME_OBJECT_STATUE_DEVIL,Статуя Бафомета
FURNITURE_DESC_OBJECT_STATUE_DEVIL,
FURNITURE_NAME_OBJECT_STATUE_MERMAID,Статуя Русалочки
FURNITURE_DESC_OBJECT_STATUE_MERMAID,
FURNITURE_NAME_OBJECT_STATUE_LOTUS,Статуя Шивы
FURNITURE_DESC_OBJECT_STATUE_LOTUS,
FURNITURE_NAME_OBJECT_STATUE_BUDDAH,Статуя смеющегося Будды
FURNITURE_DESC_OBJECT_STATUE_BUDDAH,
FURNITURE_NAME_OBJECT_STATUE_LUCKYCAT,Статуя Манэки-нэко
FURNITURE_DESC_OBJECT_STATUE_LUCKYCAT,
FURNITURE_NAME_OBJECT_STATUE_BAST,Статуя Бастет
FURNITURE_DESC_OBJECT_STATUE_BAST,
FURNITURE_NAME_OBJECT_STATUE_DARUMA,Статуя Дарума
FURNITURE_DESC_OBJECT_STATUE_DARUMA,
FURNITURE_NAME_OBJECT_STATUE_EASTERISLANDSMALL,Маленький истукан с острова Пасхи
FURNITURE_DESC_OBJECT_STATUE_EASTERISLANDSMALL,
FURNITURE_NAME_OBJECT_STATUE_EASTERISLANDMEDIUM,Средний истукан с острова Пасхи
FURNITURE_DESC_OBJECT_STATUE_EASTERISLANDMEDIUM,
FURNITURE_NAME_OBJECT_STATUE_EASTERISLANDLARGE,Большой истукан с острова Пасхи
FURNITURE_DESC_OBJECT_STATUE_EASTERISLANDLARGE,
FURNITURE_NAME_OBJECT_VASE_LARGE,Большая пустая ваза
FURNITURE_DESC_OBJECT_VASE_LARGE,
FURNITURE_NAME_OBJECT_PLANT_TENTACLE,Щупальце в горшке
FURNITURE_DESC_OBJECT_PLANT_TENTACLE,
FURNITURE_NAME_OBJECT_PLANT_MONSTERA,Монстера в горшке
FURNITURE_DESC_OBJECT_PLANT_MONSTERA,
FURNITURE_NAME_OBJECT_PLANT_SPIKEY,Драцена в горшке
FURNITURE_DESC_OBJECT_PLANT_SPIKEY,
FURNITURE_NAME_OBJECT_PLANT_BUSH,Самшит в горшке
FURNITURE_DESC_OBJECT_PLANT_BUSH,
FURNITURE_NAME_OBJECT_PLANT_POTATO,Картошка в горшке
FURNITURE_DESC_OBJECT_PLANT_POTATO,
FURNITURE_NAME_OBJECT_PLANT_FLOWERS,Ваза с ромашками
FURNITURE_DESC_OBJECT_PLANT_FLOWERS,
FURNITURE_NAME_OBJECT_PLANT_ORCHID,Орхидея в горшке
FURNITURE_DESC_OBJECT_PLANT_ORCHID,
FURNITURE_NAME_OBJECT_PLANT_DAISY,Маргаритка в горшке
FURNITURE_DESC_OBJECT_PLANT_DAISY,
FURNITURE_NAME_OBJECT_PLANT_RAFFLESIA,Раффлезия в горшке
FURNITURE_DESC_OBJECT_PLANT_RAFFLESIA,
FURNITURE_NAME_OBJECT_PLANT_PIRANHASPLANT,Растение-пиранья в горшке
FURNITURE_DESC_OBJECT_PLANT_PIRANHASPLANT,
FURNITURE_NAME_OBJECT_PLANT_CACTUS,Кактуар в горшке
FURNITURE_DESC_OBJECT_PLANT_CACTUS,
FURNITURE_NAME_OBJECT_FISHTANK_BLOWFISH,Аквариум с рыбой-фугу
FURNITURE_DESC_OBJECT_FISHTANK_BLOWFISH,
FURNITURE_NAME_OBJECT_FISHTANK_CATFISH,Аквариум с сомиком
FURNITURE_DESC_OBJECT_FISHTANK_CATFISH,
FURNITURE_NAME_OBJECT_FISHTANK_BOOZE,Аквариум с бухлом
FURNITURE_DESC_OBJECT_FISHTANK_BOOZE,
FURNITURE_NAME_OBJECT_FISHTANK_TADPOLES,Аквариум с головастиками
FURNITURE_DESC_OBJECT_FISHTANK_TADPOLES,
FURNITURE_NAME_OBJECT_FISHTANK_MERMAID,Аквариум с фиджийской русалкой
FURNITURE_DESC_OBJECT_FISHTANK_MERMAID,
FURNITURE_NAME_OBJECT_FISHTANK_WHALE,Аквариум с китёнком
FURNITURE_DESC_OBJECT_FISHTANK_WHALE,
FURNITURE_NAME_OBJECT_FISHTANK_SMALL_TADPOLES,Маленький аквариум с головастиками
FURNITURE_DESC_OBJECT_FISHTANK_SMALL_TADPOLES,
FURNITURE_NAME_OBJECT_FISHTANK_SMALL_POOP,Маленький аквариум с какашками
FURNITURE_DESC_OBJECT_FISHTANK_SMALL_POOP,
FURNITURE_NAME_OBJECT_FISHTANK_SMALL_SKULL,Маленький аквариум с черепом
FURNITURE_DESC_OBJECT_FISHTANK_SMALL_SKULL,
FURNITURE_NAME_OBJECT_FISHTANK_SMALL_FISH,Маленький аквариум с золотой рыбкой
FURNITURE_DESC_OBJECT_FISHTANK_SMALL_FISH,
FURNITURE_NAME_OBJECT_FISHTANK_SMALL_LILFISH,Маленький аквариум с мальком
FURNITURE_DESC_OBJECT_FISHTANK_SMALL_LILFISH,
FURNITURE_NAME_OBJECT_FISHTANK_SMALL_LILFISHES,Маленький аквариум с семейством мальков
FURNITURE_DESC_OBJECT_FISHTANK_SMALL_LILFISHES,
FURNITURE_NAME_OBJECT_RADIO_30S,Радио 30-х 
FURNITURE_DESC_OBJECT_RADIO_30S,
FURNITURE_NAME_OBJECT_RADIO_40S,Радио 40-х
FURNITURE_DESC_OBJECT_RADIO_40S,
FURNITURE_NAME_OBJECT_RADIO_50S,Радио 50-х
FURNITURE_DESC_OBJECT_RADIO_50S,
FURNITURE_NAME_OBJECT_RADIO_80S,Радио 80-х
FURNITURE_DESC_OBJECT_RADIO_80S,
FURNITURE_NAME_OBJECT_RADIO_ATOMIC,Атомное радио
FURNITURE_DESC_OBJECT_RADIO_ATOMIC,
FURNITURE_NAME_OBJECT_RADIO_70S,Радио 70-х
FURNITURE_DESC_OBJECT_RADIO_70S,
FURNITURE_NAME_OBJECT_RADIO_90S,Радио 90-х
FURNITURE_DESC_OBJECT_RADIO_90S,
FURNITURE_NAME_OBJECT_RADIO_60S,Радио 60-х
FURNITURE_DESC_OBJECT_RADIO_60S,
FURNITURE_NAME_OBJECT_TAXIDERMY_PIG,Чучело свиньи
FURNITURE_DESC_OBJECT_TAXIDERMY_PIG,
FURNITURE_NAME_OBJECT_TAXIDERMY_BAT,Чучело летучей мыши
FURNITURE_DESC_OBJECT_TAXIDERMY_BAT,
FURNITURE_NAME_OBJECT_TAXIDERMY_FISH,Чучело трески
FURNITURE_DESC_OBJECT_TAXIDERMY_FISH,
FURNITURE_NAME_OBJECT_TAXIDERMY_BIRD,Чучело голубя
FURNITURE_DESC_OBJECT_TAXIDERMY_BIRD,
FURNITURE_NAME_OBJECT_TAXIDERMY_TURTLE,Чучело черепахи
FURNITURE_DESC_OBJECT_TAXIDERMY_TURTLE,
FURNITURE_NAME_OBJECT_TAXIDERMY_LIZARD,Чучело игуаны
FURNITURE_DESC_OBJECT_TAXIDERMY_LIZARD,
FURNITURE_NAME_OBJECT_TAXIDERMY_SNAKE,Чучело змеи
FURNITURE_DESC_OBJECT_TAXIDERMY_SNAKE,
FURNITURE_NAME_OBJECT_TAXIDERMY_SQUIRREL,Чучело белки
FURNITURE_DESC_OBJECT_TAXIDERMY_SQUIRREL,
FURNITURE_NAME_OBJECT_TAXIDERMY_MOUSE,Чучело мыши
FURNITURE_DESC_OBJECT_TAXIDERMY_MOUSE,
FURNITURE_NAME_OBJECT_TAXIDERMY_GOPHER,Чучело суслика
FURNITURE_DESC_OBJECT_TAXIDERMY_GOPHER,
FURNITURE_NAME_OBJECT_TAXIDERMY_CROW,Чучело вороны
FURNITURE_DESC_OBJECT_TAXIDERMY_CROW,
FURNITURE_NAME_OBJECT_TAXIDERMY_RAT,Чучело крысы
FURNITURE_DESC_OBJECT_TAXIDERMY_RAT,
FURNITURE_NAME_OBJECT_ELECTRONICS_MONITOR,Монитор ПК
FURNITURE_DESC_OBJECT_ELECTRONICS_MONITOR,
FURNITURE_NAME_OBJECT_ELECTRONICS_PC,ПК
FURNITURE_DESC_OBJECT_ELECTRONICS_PC,
FURNITURE_NAME_OBJECT_ELECTRONICS_PRINTER,Принтер
FURNITURE_DESC_OBJECT_ELECTRONICS_PRINTER,
FURNITURE_NAME_OBJECT_ELECTRONICS_LAPTOP,Ноутбук
FURNITURE_DESC_OBJECT_ELECTRONICS_LAPTOP,
FURNITURE_NAME_OBJECT_ELECTRONICS_VHS,Видеомагнитофон
FURNITURE_DESC_OBJECT_ELECTRONICS_VHS,
FURNITURE_NAME_OBJECT_ELECTRONICS_DVDPLAYER,DVD-плеер
FURNITURE_DESC_OBJECT_ELECTRONICS_DVDPLAYER,
FURNITURE_NAME_OBJECT_ELECTRONICS_SPEAKER,Колонка
FURNITURE_DESC_OBJECT_ELECTRONICS_SPEAKER,
FURNITURE_NAME_OBJECT_BOOKS1,Книги А
FURNITURE_DESC_OBJECT_BOOKS1,
FURNITURE_NAME_OBJECT_BOOKS2,Книги Б
FURNITURE_DESC_OBJECT_BOOKS2,
FURNITURE_NAME_OBJECT_BOOKS3,Книги В
FURNITURE_DESC_OBJECT_BOOKS3,
FURNITURE_NAME_OBJECT_BOOKS4,Книги Г
FURNITURE_DESC_OBJECT_BOOKS4,
FURNITURE_NAME_OBJECT_BOOKS5,Книги Д
FURNITURE_DESC_OBJECT_BOOKS5,
FURNITURE_NAME_OBJECT_BOOKS6,Книги Е
FURNITURE_DESC_OBJECT_BOOKS6,
FURNITURE_NAME_OBJECT_BOOKS7,Книги Ж
FURNITURE_DESC_OBJECT_BOOKS7,
FURNITURE_NAME_OBJECT_BOOKS8,Книги З
FURNITURE_DESC_OBJECT_BOOKS8,
FURNITURE_NAME_OBJECT_BOOKS9,Книги И
FURNITURE_DESC_OBJECT_BOOKS9,
FURNITURE_NAME_OBJECT_BOOKS10,Книга
FURNITURE_DESC_OBJECT_BOOKS10,
FURNITURE_NAME_OBJECT_BOOKS11,Книги К
FURNITURE_DESC_OBJECT_BOOKS11,
FURNITURE_NAME_OBJECT_BOOKS12,Книги Л
FURNITURE_DESC_OBJECT_BOOKS12,
FURNITURE_NAME_OBJECT_PLANT_CUTECACTUS,Кактус в горшке
FURNITURE_DESC_OBJECT_PLANT_CUTECACTUS,
FURNITURE_NAME_OBJECT_PLANT_SUNFLOWER,Подсолнух в горшке
FURNITURE_DESC_OBJECT_PLANT_SUNFLOWER,
FURNITURE_NAME_OBJECT_PLANT_MUSHROOM,Гриб в горшке
FURNITURE_DESC_OBJECT_PLANT_MUSHROOM,
FURNITURE_NAME_OBJECT_PLANT_MUSHROOMS,Грибы в горшке
FURNITURE_DESC_OBJECT_PLANT_MUSHROOMS,
FURNITURE_NAME_OBJECT_PLANT_BULB1,Зелёная луковица в горшке
FURNITURE_DESC_OBJECT_PLANT_BULB1,
FURNITURE_NAME_OBJECT_PLANT_BULB2,Голубая луковица в горшке
FURNITURE_DESC_OBJECT_PLANT_BULB2,
FURNITURE_NAME_OBJECT_PLANT_BULB3,Жёлтая луковица в горшке
FURNITURE_DESC_OBJECT_PLANT_BULB3,
FURNITURE_NAME_OBJECT_PLANT_FLYTRAP,Венерина мухоловка
FURNITURE_DESC_OBJECT_PLANT_FLYTRAP,
FURNITURE_NAME_OBJECT_VASE_DASIY,Ваза с цветами
FURNITURE_DESC_OBJECT_VASE_DASIY,
FURNITURE_NAME_OBJECT_VASE_STICKS,Ваза с веточками
FURNITURE_DESC_OBJECT_VASE_STICKS,
FURNITURE_NAME_OBJECT_TELEPHONE_10S,Старинный телефон 
FURNITURE_DESC_OBJECT_TELEPHONE_10S,
FURNITURE_NAME_OBJECT_COFFEN,Гроб
FURNITURE_DESC_OBJECT_COFFEN,
FURNITURE_NAME_OBJECT_BARREL,Бочка
FURNITURE_DESC_OBJECT_BARREL,
FURNITURE_NAME_OBJECT_TOXICWASTE,Токсичные отходы
FURNITURE_DESC_OBJECT_TOXICWASTE,
FURNITURE_NAME_OBJECT_CRATE,Ящик
FURNITURE_DESC_OBJECT_CRATE,
FURNITURE_NAME_OBJECT_CHEST,Сундук
FURNITURE_DESC_OBJECT_CHEST,
FURNITURE_NAME_OBJECT_BOX,Картонная коробка
FURNITURE_DESC_OBJECT_BOX,
FURNITURE_NAME_OBJECT_ELECTRONICS_MICROWAVE,Микроволновка А
FURNITURE_DESC_OBJECT_ELECTRONICS_MICROWAVE,
FURNITURE_NAME_OBJECT_ELECTRONICS_MICROWAVE2,Микроволновка Б
FURNITURE_DESC_OBJECT_ELECTRONICS_MICROWAVE2,
FURNITURE_NAME_OBJECT_ELECTRONICS_MICROWAVE3,Микроволновка В
FURNITURE_DESC_OBJECT_ELECTRONICS_MICROWAVE3,
FURNITURE_NAME_OBJECT_CINDERBLOCK1,Шлакоблок
FURNITURE_DESC_OBJECT_CINDERBLOCK1,
FURNITURE_NAME_OBJECT_CINDERBLOCK2,Маленький шлакоблок
FURNITURE_DESC_OBJECT_CINDERBLOCK2,
FURNITURE_NAME_OBJECT_ROCK,Камень
FURNITURE_DESC_OBJECT_ROCK,
FURNITURE_NAME_OBJECT_SMALLROCK,Камушек
FURNITURE_DESC_OBJECT_SMALLROCK,
FURNITURE_NAME_OBJECT_DIAMOND,Алмаз
FURNITURE_DESC_OBJECT_DIAMOND,
FURNITURE_NAME_OBJECT_ELECTRONICS_ORB,Плазменный шар
FURNITURE_DESC_OBJECT_ELECTRONICS_ORB,
FURNITURE_NAME_OBJECT_CRYSTALBALL,Хрустальный шар
FURNITURE_DESC_OBJECT_CRYSTALBALL,
FURNITURE_NAME_OBJECT_ELECTRONICS_LAVALAMP,Лава-лампа
FURNITURE_DESC_OBJECT_ELECTRONICS_LAVALAMP,
FURNITURE_NAME_OBJECT_ELECTRONICS_FAN,Маленький вентилятор
FURNITURE_DESC_OBJECT_ELECTRONICS_FAN,
FURNITURE_NAME_OBJECT_JAR_EMPTY,Разбитая банка
FURNITURE_DESC_OBJECT_JAR_EMPTY,
FURNITURE_NAME_OBJECT_JAR_HEAD1,Голова в банке А
FURNITURE_DESC_OBJECT_JAR_HEAD1,
FURNITURE_NAME_OBJECT_JAR_HEAD2,Голова в банке Б
FURNITURE_DESC_OBJECT_JAR_HEAD2,
FURNITURE_NAME_OBJECT_JAR_EGGS,Банка с яйцами
FURNITURE_DESC_OBJECT_JAR_EGGS,
FURNITURE_NAME_OBJECT_JAR_CAT,Сиамские котята в банке
FURNITURE_DESC_OBJECT_JAR_CAT,
FURNITURE_NAME_OBJECT_JAR_FETUS,Зародыш в банке
FURNITURE_DESC_OBJECT_JAR_FETUS,
FURNITURE_NAME_OBJECT_LOG,Бревно
FURNITURE_DESC_OBJECT_LOG,
FURNITURE_NAME_OBJECT_FOOD_HAM,Окорок
FURNITURE_DESC_OBJECT_FOOD_HAM,
FURNITURE_NAME_OBJECT_FOOD_TURKEY,Индейка
FURNITURE_DESC_OBJECT_FOOD_TURKEY,
FURNITURE_NAME_OBJECT_BUG_CENIPEDE,Сороконожка
FURNITURE_DESC_OBJECT_BUG_CENIPEDE,
FURNITURE_NAME_OBJECT_BUG_PILLBUG,Мокрица
FURNITURE_DESC_OBJECT_BUG_PILLBUG,
FURNITURE_NAME_OBJECT_BUG_SPIDER,Чёрная вдова
FURNITURE_DESC_OBJECT_BUG_SPIDER,
FURNITURE_NAME_OBJECT_FISHTANK_CHAMELEON,Хамелеон
FURNITURE_DESC_OBJECT_FISHTANK_CHAMELEON,
FURNITURE_NAME_OBJECT_GASTANK,Канистра с бензином
FURNITURE_DESC_OBJECT_GASTANK,
FURNITURE_NAME_OBJECT_ELECTRONICS_ARCADE1,Аркадный автомат
FURNITURE_DESC_OBJECT_ELECTRONICS_ARCADE1,
FURNITURE_NAME_OBJECT_ELECTRONICS_ARCADE2,Инди-аркада
FURNITURE_DESC_OBJECT_ELECTRONICS_ARCADE2,
FURNITURE_NAME_OBJECT_FORTUNETELLER,Гадалка
FURNITURE_DESC_OBJECT_FORTUNETELLER,
FURNITURE_NAME_OBJECT_ELECTRONICS_CRANEGAME,Автомат с краном
FURNITURE_DESC_OBJECT_ELECTRONICS_CRANEGAME,
FURNITURE_NAME_OBJECT_OUTHOUSE,Уличный сортир
FURNITURE_DESC_OBJECT_OUTHOUSE,
FURNITURE_NAME_OBJECT_POTOPOTTY,Биотуалет
FURNITURE_DESC_OBJECT_POTOPOTTY,
FURNITURE_NAME_OBJECT_ICECHEST,Ледяной ящик
FURNITURE_DESC_OBJECT_ICECHEST,
FURNITURE_NAME_OBJECT_FISHTANK_OCTOCAT,Аквариум с осьмикотом
FURNITURE_DESC_OBJECT_FISHTANK_OCTOCAT,
FURNITURE_NAME_OBJECT_TAXIDERMY_BEAR,Чучело медведя
FURNITURE_DESC_OBJECT_TAXIDERMY_BEAR,
FURNITURE_NAME_OBJECT_BATH1,Старинная ванна
FURNITURE_DESC_OBJECT_BATH1,
FURNITURE_NAME_OBJECT_BATH2,Ретро-ванна
FURNITURE_DESC_OBJECT_BATH2,
FURNITURE_NAME_OBJECT_SHOWER,Душ
FURNITURE_DESC_OBJECT_SHOWER,
FURNITURE_NAME_OBJECT_BBQ,Барбекю
FURNITURE_DESC_OBJECT_BBQ,
FURNITURE_NAME_OBJECT_OLDSTOVE,Старинная плита
FURNITURE_DESC_OBJECT_OLDSTOVE,
FURNITURE_NAME_OBJECT_EASEL,Мольберт
FURNITURE_DESC_OBJECT_EASEL,
FURNITURE_NAME_OBJECT_BIRDCAGE,Клетка для птиц
FURNITURE_DESC_OBJECT_BIRDCAGE,
FURNITURE_NAME_OBJECT_DOLLHOUSE,Кукольный домик
FURNITURE_DESC_OBJECT_DOLLHOUSE,
FURNITURE_NAME_OBJECT_SAFE,Сейф
FURNITURE_DESC_OBJECT_SAFE,
FURNITURE_NAME_OBJECT_BED,Матрас
FURNITURE_DESC_OBJECT_BED,
FURNITURE_NAME_OBJECT_WATERTOWER,Кулер для воды
FURNITURE_DESC_OBJECT_WATERTOWER,
FURNITURE_NAME_OBJECT_VISIBLEMAN,Анатомический торс
FURNITURE_DESC_OBJECT_VISIBLEMAN,
FURNITURE_NAME_OBJECT_STATUE_STONEHEAD,Голова ольмеков
FURNITURE_DESC_OBJECT_STATUE_STONEHEAD,
FURNITURE_NAME_OBJECT_CLOCK,Напольные часы
FURNITURE_DESC_OBJECT_CLOCK,
FURNITURE_NAME_OBJECT_IV,Капельница
FURNITURE_DESC_OBJECT_IV,
FURNITURE_NAME_OBJECT_FIREPLACE,Камин
FURNITURE_DESC_OBJECT_FIREPLACE,
FURNITURE_NAME_OBJECT_DRYER,Сушилка
FURNITURE_DESC_OBJECT_DRYER,
FURNITURE_NAME_OBJECT_WASHER,Стиральная машина
FURNITURE_DESC_OBJECT_WASHER,
FURNITURE_NAME_OBJECT_FILINGCABINET,Картотечный шкаф
FURNITURE_DESC_OBJECT_FILINGCABINET,
FURNITURE_NAME_OBJECT_CATTREE1,Кошачье дерево А
FURNITURE_DESC_OBJECT_CATTREE1,
FURNITURE_NAME_OBJECT_CATTREE2,Кошачье дерево Б
FURNITURE_DESC_OBJECT_CATTREE2,
FURNITURE_NAME_OBJECT_CATTREE3,Кошачье дерево В
FURNITURE_DESC_OBJECT_CATTREE3,
FURNITURE_NAME_OBJECT_PUNCHY,Боксёрский Билл
FURNITURE_DESC_OBJECT_PUNCHY,
FURNITURE_NAME_OBJECT_SINK,Раковина
FURNITURE_DESC_OBJECT_SINK,
FURNITURE_NAME_OBJECT_TOOLCHEST,Ящик с инструментами
FURNITURE_DESC_OBJECT_TOOLCHEST,
FURNITURE_NAME_OBJECT_IRONINGBOARD,Гладильная доска
FURNITURE_DESC_OBJECT_IRONINGBOARD,
FURNITURE_NAME_OBJECT_BROOM,Метла
FURNITURE_DESC_OBJECT_BROOM,
FURNITURE_NAME_OBJECT_VACUUM,Пылесос
FURNITURE_DESC_OBJECT_VACUUM,
FURNITURE_NAME_OBJECT_GNOME,Гном
FURNITURE_DESC_OBJECT_GNOME,
FURNITURE_NAME_WALLMOUNTED_PICTURE_BLUEBOY,Картина «Мальчик в голубом»
FURNITURE_DESC_WALLMOUNTED_PICTURE_BLUEBOY,
FURNITURE_NAME_WALLMOUNTED_PICTURE_FRIDA,Картина «Фрида»
FURNITURE_DESC_WALLMOUNTED_PICTURE_FRIDA,
FURNITURE_NAME_WALLMOUNTED_PICTURE_GOD,Картина «Сотворение Адама»
FURNITURE_DESC_WALLMOUNTED_PICTURE_GOD,
FURNITURE_NAME_WALLMOUNTED_PICTURE_LISA,Картина «Мона Лиза»
FURNITURE_DESC_WALLMOUNTED_PICTURE_LISA,
FURNITURE_NAME_WALLMOUNTED_PICTURE_SCREAM,Картина «Крик»
FURNITURE_DESC_WALLMOUNTED_PICTURE_SCREAM,
FURNITURE_NAME_WALLMOUNTED_PICTURE_NIGHT,Картина «Звёздная ночь»
FURNITURE_DESC_WALLMOUNTED_PICTURE_NIGHT,
FURNITURE_NAME_WALLMOUNTED_PICTURE_GOTHIC,Картина «Американская готика»
FURNITURE_DESC_WALLMOUNTED_PICTURE_GOTHIC,
FURNITURE_NAME_WALLMOUNTED_PICTURE_PICASSO,Картина Пикассо
FURNITURE_DESC_WALLMOUNTED_PICTURE_PICASSO,
FURNITURE_NAME_WALLMOUNTED_PICTURE_KEITH,Картина Кита Харинга
FURNITURE_DESC_WALLMOUNTED_PICTURE_KEITH,
FURNITURE_NAME_WALLMOUNTED_PICTURE_PEARL,Картина «Девушка с жемчужной серёжкой»
FURNITURE_DESC_WALLMOUNTED_PICTURE_PEARL,
FURNITURE_NAME_WALLMOUNTED_PICTURE_ROSIE,Плакат «Рози»
FURNITURE_DESC_WALLMOUNTED_PICTURE_ROSIE,
FURNITURE_NAME_WALLMOUNTED_PICTURE_UFO,Плакат НЛО
FURNITURE_DESC_WALLMOUNTED_PICTURE_UFO,
FURNITURE_NAME_WALLMOUNTED_PICTURE_CHE,Плакат «Мяу Гевара»
FURNITURE_DESC_WALLMOUNTED_PICTURE_CHE,
FURNITURE_NAME_WALLMOUNTED_PICTURE_OBEY,Плакат «Мяубей»
FURNITURE_DESC_WALLMOUNTED_PICTURE_OBEY,
FURNITURE_NAME_WALLMOUNTED_PICTURE_HANG,Плакат «Держись!»
FURNITURE_DESC_WALLMOUNTED_PICTURE_HANG,
FURNITURE_NAME_WALLMOUNTED_PICTURE_JAWS,Плакат «Когти»
FURNITURE_DESC_WALLMOUNTED_PICTURE_JAWS,
FURNITURE_NAME_WALLMOUNTED_PICTURE_SCARFACE,Плакат «Котоморда»
FURNITURE_DESC_WALLMOUNTED_PICTURE_SCARFACE,
FURNITURE_NAME_WALLMOUNTED_PICTURE_LAMBS,Плакат «Молчание мышей»
FURNITURE_DESC_WALLMOUNTED_PICTURE_LAMBS,
FURNITURE_NAME_WALLMOUNTED_PICTURE_ORANGE,Плакат «Заводной котосин»
FURNITURE_DESC_WALLMOUNTED_PICTURE_ORANGE,
FURNITURE_NAME_WALLMOUNTED_PICTURE_ERASER,Плакат «Наполнитель головы»
FURNITURE_DESC_WALLMOUNTED_PICTURE_ERASER,
FURNITURE_NAME_WALLMOUNTED_SEWN_CLOCK,Сшитые часы
FURNITURE_DESC_WALLMOUNTED_SEWN_CLOCK,
FURNITURE_NAME_WALLMOUNTED_CLOCK,Кошачьи часы
FURNITURE_DESC_WALLMOUNTED_CLOCK,
FURNITURE_NAME_WALLMOUNTED_WOODEN_CLOCK,Деревянные часы
FURNITURE_DESC_WALLMOUNTED_WOODEN_CLOCK,
FURNITURE_NAME_WALLMOUNTED_ATOMIC_CLOCK,Атомные часы
FURNITURE_DESC_WALLMOUNTED_ATOMIC_CLOCK,
FURNITURE_NAME_WALLMOUNTED_GHOST1,Блинки
FURNITURE_DESC_WALLMOUNTED_GHOST1,
FURNITURE_NAME_WALLMOUNTED_GHOST2,Пинки
FURNITURE_DESC_WALLMOUNTED_GHOST2,
FURNITURE_NAME_WALLMOUNTED_GHOST3,Клайд
FURNITURE_DESC_WALLMOUNTED_GHOST3,
FURNITURE_NAME_WALLMOUNTED_MASK_BUNNY,Маска кролика
FURNITURE_DESC_WALLMOUNTED_MASK_BUNNY,
FURNITURE_NAME_WALLMOUNTED_MASK_TONETTA,Маска Тонетты
FURNITURE_DESC_WALLMOUNTED_MASK_TONETTA,
FURNITURE_NAME_WALLMOUNTED_MASK_HOCKY,Хоккейная маска
FURNITURE_DESC_WALLMOUNTED_MASK_HOCKY,
FURNITURE_NAME_WALLMOUNTED_PICTURE_SAILBOAT,Картина с парусником
FURNITURE_DESC_WALLMOUNTED_PICTURE_SAILBOAT,
FURNITURE_NAME_WALLMOUNTED_PICTURE_MAGAZINE,Разворот из журнала
FURNITURE_DESC_WALLMOUNTED_PICTURE_MAGAZINE,
FURNITURE_NAME_WALLMOUNTED_PICTURE_POEM,Стихотворение
FURNITURE_DESC_WALLMOUNTED_PICTURE_POEM,
FURNITURE_NAME_WALLMOUNTED_PICTURE_PHOTO,Фото А
FURNITURE_DESC_WALLMOUNTED_PICTURE_PHOTO,
FURNITURE_NAME_WALLMOUNTED_PICTURE_PHOTO2,Фото Б
FURNITURE_DESC_WALLMOUNTED_PICTURE_PHOTO2,
FURNITURE_NAME_WALLMOUNTED_PICTURE_PHOTO3,Фотографии
FURNITURE_DESC_WALLMOUNTED_PICTURE_PHOTO3,
FURNITURE_NAME_WALLMOUNTED_WOODEN_BOARDS1,Деревянные доски А
FURNITURE_DESC_WALLMOUNTED_WOODEN_BOARDS1,
FURNITURE_NAME_WALLMOUNTED_WOODEN_BOARDS2,Деревянные доски Б
FURNITURE_DESC_WALLMOUNTED_WOODEN_BOARDS2,
FURNITURE_NAME_WALLMOUNTED_WOODEN_BOARDS3,Деревянные доски В
FURNITURE_DESC_WALLMOUNTED_WOODEN_BOARDS3,
FURNITURE_NAME_WALLMOUNTED_WOODEN_BOARDS4,Деревянные доски Г
FURNITURE_DESC_WALLMOUNTED_WOODEN_BOARDS4,
FURNITURE_NAME_WALLMOUNTED_SWITCH,Выключатель
FURNITURE_DESC_WALLMOUNTED_SWITCH,
FURNITURE_NAME_WALLMOUNTED_OUTLET,Розетка
FURNITURE_DESC_WALLMOUNTED_OUTLET,
FURNITURE_NAME_WALLMOUNTED_ROBO_PLATE1,Металлическая пластина А
FURNITURE_DESC_WALLMOUNTED_ROBO_PLATE1,
FURNITURE_NAME_WALLMOUNTED_ROBO_PLATE2,Металлическая пластина Б
FURNITURE_DESC_WALLMOUNTED_ROBO_PLATE2,
FURNITURE_NAME_WALLMOUNTED_ROBO_PLATE3,Металлическая пластина В
FURNITURE_DESC_WALLMOUNTED_ROBO_PLATE3,
FURNITURE_NAME_WALLMOUNTED_FURNACE,Печь
FURNITURE_DESC_WALLMOUNTED_FURNACE,
FURNITURE_NAME_WALLMOUNTED_ROBO_PLATE4,Робо-пластина
FURNITURE_DESC_WALLMOUNTED_ROBO_PLATE4,
FURNITURE_NAME_WALLMOUNTED_TV,Настенный ТВ
FURNITURE_DESC_WALLMOUNTED_TV,
FURNITURE_NAME_WALLMOUNTED_BALLOON,Воздушный шарик А
