KEY,en 
PASSIVE_WEAPONMASTER_NAME,Мастер оружия
PASSIVE_WEAPONMASTER_DESC,Способности оружия и предметов наносят +2 к урону и получают +25% к шансу крита. Труба добавлена в инвентарь.
PASSIVE_WEAPONMASTER2_DESC,"Способности оружия и предметов наносят +3 к урону и получают +50% к шансу крита.
Если у вас нет оружия, в начале боя выдаётся случайное временное оружие."
PASSIVE_SHOULDERCHECK_NAME,Подсечка
PASSIVE_SHOULDERCHECK_DESC,"Если после перемещения вы стоите лицом к юниту, автоматически атакуйте его с 33% урона."
PASSIVE_SHOULDERCHECK2_DESC,"Если после перемещения вы стоите лицом к юниту, автоматически атакуйте его."
PASSIVE_SKULLSMASH_NAME,Череполом
PASSIVE_SKULLSMASH_DESC,Ваша базовая атака накладывает Ушиб.
PASSIVE_SKULLSMASH2_DESC,Ваша базовая атака накладывает Ушиб 2.
PASSIVE_TURTLESTYLE_NAME,Стиль черепахи
PASSIVE_TURTLESTYLE_DESC,
PASSIVE_TURTLESTYLE2_DESC,+2 к Стойке
PASSIVE_OVERPOWERED_NAME,МОЩЬ!!!
PASSIVE_OVERPOWERED_DESC,"Избыточный урон по юнитам заставляет их взрываться, нанося избыточный урон окружающим юнитам, кроме вас."
PASSIVE_OVERPOWERED2_DESC,"Избыточный урон по юнитам заставляет их взрываться, нанося избыточный урон юнитам в радиусе 2 клеток, кроме вас."
PASSIVE_FIGHTME_NAME,Слабак
PASSIVE_FIGHTME_DESC,+2 [img:str] и +1 к Стойке за каждого соседнего врага.
PASSIVE_FIGHTME2_DESC,+3 [img:str] и +2 к Стойке за каждого соседнего врага.
PASSIVE_MATHQ_NAME,Математика?
PASSIVE_MATHQ_DESC,"Ваши заклинания стоят 3 маны, но каждое можно применить только раз за ход."
PASSIVE_MATHQ2_DESC,"Ваши заклинания стоят 0 маны, но каждое можно применить только раз за ход."
PASSIVE_DUMBMUSCLE_NAME,Тупая сила
PASSIVE_DUMBMUSCLE_DESC,"Теряете 1 [img:int] при получении урона.
При 4 или менее [img:int]: +2 [img:str] и базовая атака накладывает Ушиб. При 0 [img:int]: +100% к шансу крита."
PASSIVE_DUMBMUSCLE2_DESC,"Теряете 2 [img:int] при получении урона.
При 4 или менее [img:int]: +2 [img:str] и базовая атака накладывает Ушиб. При 0 [img:int]: +100% к шансу крита. При -10 [img:int]: дополнительное перемещение и базовая атака каждый ход."
PASSIVE_THICKSKULL_NAME,Толстый череп
PASSIVE_THICKSKULL_DESC,"Все ваши травмы становятся Сотрясениями.
+3 [img:shield] за каждое сотрясение. Максимум 30 [img:shield]."
PASSIVE_THICKSKULL2_DESC,"Все ваши травмы становятся Сотрясениями.
+3 [img:shield] и +1 [img:str] за каждое сотрясение. Максимум 30 [img:shield] и 10 [img:str]."
PASSIVE_MOSTVALUABLECAT_NAME,Лучший кот
PASSIVE_MOSTVALUABLECAT_DESC,"Когда вы или союзник уничтожает юнита, уничтожитель становится Альфой.
Если вы Альфа, получите дополнительный ход в конце каждого раунда."
PASSIVE_MOSTVALUABLECAT2_DESC,"Вы начинаете бой как Альфа.
Когда вы или союзник уничтожает юнита, уничтожитель становится Альфой.
Если вы Альфа, получите дополнительный ход в конце каждого раунда."
PASSIVE_RATSTYLE_NAME,Стиль крысы
PASSIVE_RATSTYLE_DESC,+10% к шансу уклонения.
PASSIVE_RATSTYLE2_DESC,+30% к шансу уклонения.
PASSIVE_BONED_NAME,Костяной
PASSIVE_BONED_DESC,"При убийстве юнита, если у вас нет оружия, получите Костяную дубину."
PASSIVE_BONED2_DESC,"При убийстве юнита, если у вас нет оружия, получите Костяную дубину.
Бонусная способность: Бросок оружия."
PASSIVE_DUALWIELD_NAME,Двойное оружие
PASSIVE_DUALWIELD_DESC,При использовании оружия автоматически используйте его снова бесплатно.
PASSIVE_DUALWIELD2_DESC,"При использовании оружия автоматически используйте его снова бесплатно, а потом ещё раз! Бесплатно!"
PASSIVE_PATELLARREFLEX_NAME,Коленный рефлекс
PASSIVE_PATELLARREFLEX_DESC,"При получении урона контратакуйте, нанося 1 урон и накладывая Ушиб."
PASSIVE_PATELLARREFLEX2_DESC,При получении урона контратакуйте базовой атакой и наложите Ушиб.
PASSIVE_HITME_NAME,Ударь меня
PASSIVE_HITME_DESC,"При получении урона от союзника выполните базовую атаку в направлении взгляда.
Урон от союзников снижен до 1."
PASSIVE_HITME2_DESC,"При получении урона от союзника выполните базовую атаку в направлении взгляда.
Урон от союзников снижен до 1.
При получении любого урона получите +1 к случайной характеристике."
PASSIVE_SMASH_NAME,Крушить!
PASSIVE_SMASH_DESC,"Ваше оружие наносит тройной урон, но всегда ломается при использовании.
Три Палки добавлены в инвентарь."
PASSIVE_SMASH2_DESC,"Ваше оружие наносит тройной урон, но имеет 50% шанс сломаться при использовании.
Ещё три Палки добавлены в инвентарь."
PASSIVE_PUNCHFACE_NAME,Удар в лицо
PASSIVE_PUNCHFACE_DESC,Ваши базовые атаки критические при попадании в лицо юнита.
PASSIVE_PUNCHFACE2_DESC,Ваши физические атаки критические при попадании в лицо юнита.
PASSIVE_MERCILESS_NAME,Беспощадный
PASSIVE_MERCILESS_DESC,При нанесении 10+ урона одним ударом получите +2 [img:shield] и обновите действие перемещения.
PASSIVE_MERCILESS2_DESC,"При нанесении 10+ урона одним ударом получите +2 [img:shield], повышение всех характеристик и обновление действия перемещения."
//druid,
PASSIVE_SUPERCROW_NAME,Суперворон!
PASSIVE_SUPERCROW_DESC,Способности вашего ворона улучшены.
PASSIVE_SUPERCROW2_DESC,Способности вашего ворона улучшены... Дважды!
PASSIVE_NATUREGUIDANCE_NAME,Наставление природы
PASSIVE_NATUREGUIDANCE_DESC,"Союзные фамильяры имеют иммунитет к урону от клеток, отбрасыванию, шипам и затаптыванию."
PASSIVE_NATUREGUIDANCE2_DESC,"Союзные фамильяры имеют иммунитет к урону от клеток, отбрасыванию, шипам и затаптыванию.
Порождаемые вами фамильяры получают +1 Святой Щит."
PASSIVE_POISONIVY_NAME,Ядовитый плющ
PASSIVE_POISONIVY_DESC,Вы и порождаемые вами фамильяры ядовиты.
PASSIVE_POISONIVY2_DESC,"Вы и порождаемые вами фамильяры имеют Ядовитость 2.
"
PASSIVE_PATHFINDER_NAME,Следопыт
PASSIVE_PATHFINDER_DESC,Клетки с травой бесплатны для перемещения для вас и ваших фамильяров. При ходьбе сажайте траву.
PASSIVE_PATHFINDER2_DESC,Клетки с травой бесплатны для перемещения для вас и ваших фамильяров. +1 ОЗ при перемещении по клеткам с травой. При ходьбе сажайте траву.
PASSIVE_EMPTYVESSEL_NAME,Пустые сосуды
PASSIVE_EMPTYVESSEL_DESC,Порождаемые вами фамильяры получают +3 к регенерации здоровья и +10 к макс. здоровью.
PASSIVE_EMPTYVESSEL2_DESC,Порождаемые вами фамильяры получают +3 к регенерации здоровья и не имеют лимита ОЗ.
PASSIVE_WILDANIMALS_NAME,Дикие звери
PASSIVE_WILDANIMALS_DESC,Порождаемые вами фамильяры атакуют случайного врага в зоне досягаемости при появлении.
PASSIVE_WILDANIMALS2_DESC,"Порождаемые вами фамильяры атакуют случайного врага в зоне досягаемости при появлении, затем получают дополнительный ход."
PASSIVE_BARKSKIN_NAME,Кора
PASSIVE_BARKSKIN_DESC,"+1 к Стойке.
При получении урона +1 к временной Стойке до начала следующего хода."
PASSIVE_BARKSKIN2_DESC,"+1 к Стойке.
При получении урона +2 к временной Стойке и +2 к временным Шипам до начала следующего хода."
PASSIVE_LOVESONG_NAME,Песня любви
PASSIVE_LOVESONG_DESC,Ваше базовое действие имеет +2 к области и лечит на 1 ОЗ дополнительно.
PASSIVE_LOVESONG2_DESC,Ваше базовое действие имеет +2 к области и лечит на 2 ОЗ дополнительно. Урон от базового действия действует до конца боя.
PASSIVE_TEAMWORK_NAME,Командная работа
PASSIVE_TEAMWORK_DESC,"Когда один из ваших фамильяров убивает кого-то, все союзники получают +1 к урону."
PASSIVE_TEAMWORK2_DESC,"Когда один из ваших фамильяров убивает кого-то, все союзники получают +1 к урону и исцеляются на 5 ОЗ."
PASSIVE_BOUQUET_NAME,Букет
PASSIVE_BOUQUET_DESC,Создаёт клетку с высокими цветами под вами в конце хода.
PASSIVE_BOUQUET2_DESC,Создаёт клетки с высокими цветами под вами и вокруг вас в конце хода.
PASSIVE_GOODVIBRATIONS_NAME,Хорошие вибрации
PASSIVE_GOODVIBRATIONS_DESC,Союзники получают +1 к регенерации здоровья и +1 к регенерации маны.
PASSIVE_GOODVIBRATIONS2_DESC,Союзники получают +2 к регенерации здоровья и +2 к регенерации маны.
PASSIVE_VERSATILEVOLCALIST_NAME,Универсальный вокалист
PASSIVE_VERSATILEVOLCALIST_DESC,"Ваше базовое действие наносит 1 урон врагам и накладывает временное -1 к урону. Ваша базовая атака не накладывает ослабления на союзников и усиления на врагов.
"
PASSIVE_VERSATILEVOLCALIST2_DESC,"Ваше базовое действие имеет +1 к области, наносит 1 урон врагам и накладывает временное -1 к урону. Ваша базовая атака не накладывает ослабления на союзников и усиления на врагов.
"
PASSIVE_LIKEAFISH_NAME,Как рыба в воде
PASSIVE_LIKEAFISH_DESC,"Водные клетки не замедляют вас.
+1 Святой Щит в конце хода, если вы мокрые и не имеете Святого Щита.
Порождаемые вами фамильяры тоже имеют эту пассивку."
PASSIVE_LIKEAFISH2_DESC,"Водные клетки не замедляют вас.
+1 Святой Щит в конце хода, если вы мокрые и не имеете Святого Щита. +1 к регенерации здоровья.
Порождаемые вами фамильяры тоже имеют эту пассивку."
PASSIVE_ENCORE_NAME,На бис
PASSIVE_ENCORE_DESC,При использовании музыкальной способности обновите базовое действие.
PASSIVE_ENCORE2_DESC,Ваши музыкальные заклинания стоят на 1 ману меньше. При использовании музыкальной способности обновите базовое действие.
PASSIVE_SUPERFRIENDS_NAME,Суперфренды
PASSIVE_SUPERFRIENDS_DESC,"Фамильяры от заклинаний получают повышение всех характеристик на 2, но заклинание блокируется пока эти фамильяры живы."
PASSIVE_SUPERFRIENDS2_DESC,"Фамильяры от заклинаний получают повышение всех характеристик на 2, но заклинание блокируется пока эти фамильяры живы.
Заклинания призыва стоят на 50% меньше маны."
PASSIVE_SNEAKATTACK_NAME,Внезапная атака
PASSIVE_SNEAKATTACK_DESC,"Заклинания призыва фамильяров стоят на 3 маны меньше.
Призванные заклинаниями фамильяры получают +2 к урону и +2 к перемещению, но погибают после первого хода."
PASSIVE_SNEAKATTACK2_DESC,"Заклинания призыва фамильяров стоят на 3 маны меньше.
Призванные заклинаниями фамильяры получают +4 к урону и +4 к перемещению, но погибают после первого хода."
PASSIVE_WILDSTYLE_NAME,Дикий стиль
PASSIVE_WILDSTYLE_DESC,При первом превращении за ход получите дополнительный ход.
PASSIVE_WILDSTYLE2_DESC,При первом превращении за ход получите повышение всех характеристик и дополнительный ход.
PASSIVE_BUDDYSYSTEM_NAME,Система напарников
PASSIVE_BUDDYSYSTEM_DESC,При потере [img:divineshield] ваш ворон получает +1 [img:divineshield]. При потере [img:divineshield] вороном вы получаете +1 [img:divineshield].
PASSIVE_BUDDYSYSTEM2_DESC,При потере [img:divineshield] все ваши фамильяры получают +1 [img:divineshield]. При потере [img:divineshield] вороном вы получаете +1 [img:divineshield].
PASSIVE_FLOWERPOWER_NAME,Сила цветов
PASSIVE_FLOWERPOWER_DESC,Юниты на цветочных клетках имеют +2 [img:str] и +2 к Стойке. При перемещении сажайте цветы на покинутую клетку.
PASSIVE_FLOWERPOWER2_DESC,Юниты на цветочных клетках имеют +2 [img:str] и +2 к Стойке. При перемещении сажайте цветы на все пройденные клетки.
PASSIVE_SUICIDESQUAD_NAME,Отряд смертников
PASSIVE_SUICIDESQUAD_DESC,Ваши управляемые фамильяры получают Самоуничтожение как бонусную способность.
PASSIVE_SUICIDESQUAD2_DESC,Ваши управляемые фамильяры получают Самоуничтожение+ как бонусную способность.
PASSIVE_FERAL_NAME,Дикарь
PASSIVE_FERAL_DESC,Ваша бонусная способность — Дикая атака.
PASSIVE_FERAL2_DESC,Ваша бонусная способность — Дикая атака.
PASSIVE_RAPGOD_NAME,Бог рэпа
PASSIVE_RAPGOD_DESC,Ваше базовое действие также даёт временные +4 [img:spd].
PASSIVE_RAPGOD2_DESC,"Ваше базовое действие также даёт временные +4 [img:spd], а враги вместо этого получают Замешательство 2."
PASSIVE_ANIMALISTIC_NAME,Звериный инстинкт
PASSIVE_ANIMALISTIC_DESC,"Порождаемые вами фамильяры получают +2 к урону.
При превращении получите +1 к урону."
PASSIVE_ANIMALISTIC2_DESC,"Порождаемые вами фамильяры получают +2 к урону и бонусную атаку.
При превращении получите +1 к урону и обновите базовую атаку."
PASSIVE_MAESTRO_NAME,Маэстро
PASSIVE_MAESTRO_DESC,Ваши музыкальные заклинания стоят на 50% меньше маны.
PASSIVE_MAESTRO2_DESC,"Ваши музыкальные заклинания стоят на 50% меньше маны.
При использовании музыкального заклинания исцелите 1 ОЗ и получите +1 к случайной характеристике."
PASSIVE_MEGAMINIONS_NAME,Мегаприспешники
PASSIVE_MEGAMINIONS_DESC,Каждый 3-й порождённый вами фамильяр улучшается до Чемпиона.
PASSIVE_MEGAMINIONS2_DESC,"1-й и каждый 3-й порождённый вами фамильяр улучшаются до Чемпиона.
[s:.7](Первый порождённый фамильяр — скорее всего ваш Ворон.)[/s]"
//tank,
PASSIVE_THORNS_NAME,Шипы
PASSIVE_THORNS_DESC,Шипы 2.
PASSIVE_THORNS2_DESC,"Шипы 4.
+1 к Шипам при получении урона."
PASSIVE_HEAVYHANDED_NAME,Тяжёлая рука
PASSIVE_HEAVYHANDED_DESC,+2 к урону от отбрасывания.
PASSIVE_HEAVYHANDED2_DESC,"+3 к урону от отбрасывания.
Ваша базовая атака получает +3 к отбрасыванию."
PASSIVE_SLACKOFF_NAME,Лентяйство
PASSIVE_SLACKOFF_DESC,"Если вы завершаете ход с неиспользованными перемещениями, получите 8 ОЗ. "
PASSIVE_SLACKOFF2_DESC,"Если вы завершаете ход с неиспользованными перемещениями, получите +2 [img:con], 8 ОЗ и 5 маны. "
PASSIVE_SCABS_NAME,Коросты
PASSIVE_SCABS_DESC,+2 к Щиту при получении урона от способности.
PASSIVE_SCABS2_DESC,+2 к Щиту при получении урона из любого источника.
PASSIVE_THUNDERTHIGHS_NAME,Громовые бёдра
PASSIVE_THUNDERTHIGHS_DESC,Затаптывание.
PASSIVE_THUNDERTHIGHS2_DESC,Затаптывание 9.
PASSIVE_PLOW_NAME,Плуг
PASSIVE_PLOW_DESC,При отбрасывании юнита на его месте остаётся камень.
PASSIVE_PLOW2_DESC,"При отбрасывании юнита на его месте остаётся камень.
Весь наносимый вами урон имеет +1 к отбрасыванию."
PASSIVE_PETROCKS_NAME,Ручные камни
PASSIVE_PETROCKS_DESC,"Порождаемые вами камни живые!!
...и имеют +3 ОЗ. Призывайте камень в начале боя."
PASSIVE_PETROCKS2_DESC,"Порождаемые вами камни живые и горячие!!
...и имеют +7 ОЗ. Призывайте валун в начале боя."
PASSIVE_TOADSTYLE_NAME,Стиль жабы
PASSIVE_TOADSTYLE_DESC,Ваше действие перемещения — прыжок. Приземление на юнита наносит урон и смещает его.
PASSIVE_TOADSTYLE2_DESC,Ваше действие перемещения — прыжок. Приземление на юнита наносит урон и смещает его.
PASSIVE_CHAINKNOCKBACK_NAME,Цепное отбрасывание
PASSIVE_CHAINKNOCKBACK_DESC,"Ваша базовая атака получает +1 к отбрасыванию.
Отброшенные юниты отбрасывают других юнитов."
PASSIVE_CHAINKNOCKBACK2_DESC,"Ваша базовая атака получает +1 к отбрасыванию.
Всё отбрасывание увеличено на 2 и наносит +1 дополнительного урона.
Отброшенные юниты отбрасывают других юнитов дальше."
PASSIVE_PROTECTIVE_NAME,Защитник
PASSIVE_PROTECTIVE_DESC,У ваших союзников Стойка 1.
PASSIVE_PROTECTIVE2_DESC,У ваших союзников Стойка 2.
PASSIVE_WRESTLEMANIAC_NAME,Борцоман
PASSIVE_WRESTLEMANIAC_DESC,"Ваша базовая атака становится Суплексом, когда вы рядом с врагами.
Вы получаете способность Бросок."
PASSIVE_WRESTLEMANIAC2_DESC,"Ваша базовая атака — Суплекс, когда вы рядом с юнитом, которого можно бросить, и становится Суплексом рядом с врагами. +1 бонусное перемещение.
Вы получаете способность Бросок+."
PASSIVE_MOUNTAINFORM_NAME,Горная форма
PASSIVE_MOUNTAINFORM_DESC,"Иммунитет к Отбрасыванию.
Клетки, по которым вы проходите, становятся землёй и могут порождать камни."
PASSIVE_MOUNTAINFORM2_DESC,"Затаптывание. Иммунитет к Отбрасыванию и огню.
Клетки, по которым вы проходите, становятся землёй и могут порождать камни. "
PASSIVE_HOMERUN_NAME,Хоум-ран
PASSIVE_HOMERUN_DESC,Отбрасывание от ваших атак увеличено на 10.
PASSIVE_HOMERUN2_DESC,Отбрасывание от ваших атак увеличено на 10 и накладывает Ушиб 1.
PASSIVE_ROCKASPECT_NAME,Каменный аспект
PASSIVE_ROCKASPECT_DESC,"Юниты, которые атакуют вас или контактируют с вами, с шансом 10% получают Окаменение."
PASSIVE_ROCKASPECT2_DESC,"Юниты, которые атакуют вас или контактируют с вами, с шансом 20% получают Окаменение."
PASSIVE_WIDELOAD_NAME,Широкий груз
PASSIVE_WIDELOAD_DESC,"Когда враг нацеливается на соседнего союзника, вы меняетесь с ним местами."
PASSIVE_WIDELOAD2_DESC,"Когда враг нацеливается на соседнего союзника, вы получаете +1 врем. Шипы и врем. Стойку, а затем меняетесь с ним местами."
PASSIVE_HARDHEAD_NAME,Твёрдая голова
PASSIVE_HARDHEAD_DESC,Вы блокируете атаки спереди.
PASSIVE_HARDHEAD2_DESC,Вы блокируете атаки спереди. Ваша базовая атака накладывает Ушиб.
PASSIVE_MYLEG_NAME,Моя лапа!
PASSIVE_MYLEG_DESC,"Все ваши травмы — Сломанные лапы.
Если у вас четыре сломанные лапы, вы получаете +4 Шипы, Затаптывание, а соседние союзники получают Бросок как бонусную способность."
PASSIVE_MYLEG2_DESC,"Все ваши травмы — Сломанные лапы.
Если у вас четыре сломанные лапы, вы получаете +4 Шипы, +4 Стойку, Затаптывание, а соседние союзники получают Бросок как бонусную способность."
PASSIVE_HARDY_NAME,Закалённый
PASSIVE_HARDY_DESC,Полное восстановление ОЗ в начале каждого боя.
PASSIVE_HARDY2_DESC,Полное восстановление ОЗ в начале каждого боя. +3 к регенерации здоровья.
PASSIVE_SLOWANDSTEADY_NAME,Тише едешь — дальше будешь
PASSIVE_SLOWANDSTEADY_DESC,"В конце каждого хода вы получаете -2 [img:spd] и +1 Дальность. Если ваша [img:spd] равна 0, вы можете атаковать дополнительный раз за ход."
PASSIVE_SLOWANDSTEADY2_DESC,"В конце каждого хода вы получаете -2 [img:spd], +1 Дальность, +1 [img:str] и +1 [img:int]. Если ваша [img:spd] равна 0, вы можете атаковать дополнительный раз за ход."
PASSIVE_FOLLOWUP_NAME,Добивание
PASSIVE_FOLLOWUP_DESC,После использования базовой атаки вы рывком продвигаетесь вперёд на максимальное расстояние.
PASSIVE_FOLLOWUP2_DESC,После использования базовой атаки вы рывком продвигаетесь вперёд на максимальное расстояние и наносите атаку ближнего боя.
PASSIVE_CATAPULT_NAME,Кото-пульта
PASSIVE_CATAPULT_DESC,"Вы можете бросать соседних союзников на расстояние до 4 клеток в их ход, не тратя их действие перемещения."
PASSIVE_CATAPULT2_DESC,"Вы можете бросать соседних союзников на любую клетку в их ход, не тратя их действие перемещения."
PASSIVE_SHOVINGMATCH_NAME,Толкотня
PASSIVE_SHOVINGMATCH_DESC,"Когда вы толкаете юнита на союзника или союзника на врага, этот союзник использует свою базовую атаку по другому юниту.
Ваша базовая атака имеет +1 Отбрасывание."
PASSIVE_SHOVINGMATCH2_DESC,"Когда вы толкаете юнита на союзника или союзника на врага, этот союзник использует свою базовую атаку по другому юниту.
Ваша базовая атака имеет +2 Отбрасывание. Вы не наносите урон союзникам."
PASSIVE_STOIC_NAME,Стоик
PASSIVE_STOIC_DESC,"Если вы заканчиваете ход с неиспользованными действиями перемещения, вы получаете +2 бонусных перемещения."
PASSIVE_STOIC2_DESC,"Если вы заканчиваете ход с неиспользованными действиями перемещения, вы получаете +2 бонусных перемещения, +2 [img:shield] и +1 Стойку."
PASSIVE_PRIORITYTARGET_NAME,Приоритетная цель
PASSIVE_PRIORITYTARGET_DESC,"Враги атакуют вас вместо ваших союзников, если могут."
PASSIVE_PRIORITYTARGET2_DESC,"+2 Шипы, +2 Стойка и +2 к регенерации здоровья. Враги атакуют вас вместо ваших союзников, если могут."
PASSIVE_BOUNCER_NAME,Вышибала
PASSIVE_BOUNCER_DESC,"Когда союзник получает урон, вы перемещаетесь на 3 клетки к источнику урона и атакуете его, если можете."
PASSIVE_BOUNCER2_DESC,"Когда союзник получает урон, вы полностью перемещаетесь к источнику урона и атакуете его, если можете."
//necromancer,
PASSIVE_VAMPIRISM_NAME,Вампиризм
PASSIVE_VAMPIRISM_DESC,Ваша базовая атака похищает здоровье.
PASSIVE_VAMPIRISM2_DESC,"Ваша базовая атака похищает здоровье.
Ваши заклинания похищают 50% здоровья."
PASSIVE_ONEWITHNOTHING_NAME,Единство с пустотой
PASSIVE_ONEWITHNOTHING_DESC,"Если вы заканчиваете ход с 0 маны, ваша регенерация Маны удваивается."
PASSIVE_ONEWITHNOTHING2_DESC,"Если вы заканчиваете ход с 0 маны, ваша регенерация Маны удваивается.
Бонусная способность: Вскрытие вен"
PASSIVE_BEDBUGS_NAME,Клопы
PASSIVE_BEDBUGS_DESC,Вы начинаете бой с 2 крепкими фамильярами-пиявками.
PASSIVE_BEDBUGS2_DESC,Вы начинаете бой с 4 крепкими фамильярами-пиявками.
PASSIVE_WORMLORD_NAME,Повелитель червей
PASSIVE_WORMLORD_DESC,"Когда вы получаете урон, появляется фамильяр-пиявка."
PASSIVE_WORMLORD2_DESC,"Когда вы получаете урон, появляется фамильяр-пиявка.
Ваша базовая атака порождает фамильяров-пиявок."
PASSIVE_INFINITEREBIRTH_NAME,Бесконечное перерождение
PASSIVE_INFINITEREBIRTH_DESC,"В конце каждого раунда, если на карте есть тело и вы повержены, вы возрождаетесь на этой клетке с 1 ОЗ и +10 временной скорости. Если это тело было членом отряда, вы возрождаетесь с полным ОЗ."
PASSIVE_INFINITEREBIRTH2_DESC,"В конце каждого раунда, если на карте есть тело и вы повержены, вы возрождаетесь на этой клетке с 25% ОЗ и +10 временной скорости. Если это тело было членом отряда, вы возрождаетесь с полным ОЗ."
PASSIVE_SACRIFICIALLAMB_NAME,Жертвенный агнец
PASSIVE_SACRIFICIALLAMB_DESC,"Когда вас поверже, союзники получают повышение всех характеристик и дополнительный ход."
PASSIVE_SACRIFICIALLAMB2_DESC,"Когда вас повержены, союзники получают повышение всех характеристик и дополнительный ход.
Вы не можете получать травмы."
PASSIVE_SERVUSMORTEM_NAME,Servus Mortem
PASSIVE_SERVUSMORTEM_DESC,Уничтожает случайного врага (не босса) в начале каждого боя.
PASSIVE_SERVUSMORTEM2_DESC,"Уничтожает случайного врага в начале каждого боя. Если это босс, наносит 50 урона вместо этого."
PASSIVE_OFFLOADPAIN_NAME,Передача боли
PASSIVE_OFFLOADPAIN_DESC,"Когда вы исцеляетесь, наносите 1 урон каждому врагу."
PASSIVE_OFFLOADPAIN2_DESC,"Когда вы исцеляетесь, наносите 2 урона каждому врагу и получаете +1 Шипы."
PASSIVE_CAMBIONCONCEPTION_NAME,Камбионово зачатие
PASSIVE_CAMBIONCONCEPTION_DESC,"Когда вас повержены, появляется фамильяр — демонический котёнок."
PASSIVE_CAMBIONCONCEPTION2_DESC,"Когда вас повержены, появляются 2 фамильяра — демонических котёнка."
PASSIVE_LEECHMOTHER_NAME,Мать пиявок
PASSIVE_LEECHMOTHER_DESC,Ваша базовая атака порождает фамильяра-пиявку.
PASSIVE_LEECHMOTHER2_DESC,Ваша базовая атака порождает крепкого фамильяра-пиявку.
PASSIVE_INFECTED_NAME,Заражённый
PASSIVE_INFECTED_DESC,"Когда вы повергаете юнита, он воскресает с 50% ОЗ."
PASSIVE_INFECTED2_DESC,"Когда вы повергаете юнита, он воскресает с полным ОЗ."
PASSIVE_LASTGRASP_NAME,Последний вздох
PASSIVE_LASTGRASP_DESC,"Когда вас повержены, наносите 6 урона каждому врагу и исцеляете 6 ОЗ всем союзникам.
Бонусная способность: Сэппуку"
PASSIVE_LASTGRASP2_DESC,"Когда вас повержены, наносите 10 урона каждому врагу и исцеляете 10 ОЗ всем союзникам.
Бонусная способность: Сэппуку"
PASSIVE_RELENTLESSDEAD_NAME,Неумолимые мертвецы
PASSIVE_RELENTLESSDEAD_DESC,В конце каждого раунда на случайной клетке появляется фамильяр — котёнок-зомби.
PASSIVE_RELENTLESSDEAD2_DESC,В конце каждого раунда на случайных клетках появляются 2 фамильяра — котёнка-зомби.
PASSIVE_CHAINSOFGUILT_NAME,Цепи вины
PASSIVE_CHAINSOFGUILT_DESC,"Когда враг (не босс) повергает вас, он навсегда присоединяется к вашему отряду."
PASSIVE_CHAINSOFGUILT2_DESC,"Когда враг (не босс) повергает вас, он навсегда присоединяется к вашему отряду. Если это был босс, накладывает на него Оглушение 3."
PASSIVE_DARKPRIEST_NAME,Тёмный жрец
PASSIVE_DARKPRIEST_DESC,"В начале каждого боя, если у вас нет оружия, вы получаете временное оружие — Кинжал душ."
PASSIVE_DARKPRIEST2_DESC,"В начале каждого боя, если у вас нет оружия, вы получаете временное оружие — Кинжал душ. Вы можете использовать действие оружия дополнительный раз за ход."
PASSIVE_UNDEATH_NAME,Не-смерть
PASSIVE_UNDEATH_DESC,"Когда вас повержены, все союзники воскресают с 33% ОЗ. (Один раз за бой.)"
PASSIVE_UNDEATH2_DESC,"Когда вас повержены, все союзники воскресают с полным ОЗ. (Один раз за бой.)"
PASSIVE_NUMBINGLEECHES_NAME,Обездвиживающие пиявки
PASSIVE_NUMBINGLEECHES_DESC,"Ваша базовая атака наносит 0 урона, но её эффекты статусов и попаданий утроены."
PASSIVE_NUMBINGLEECHES2_DESC,"Ваша базовая атака наносит 0 урона, но её эффекты статусов и попаданий утроены.
Ваша базовая атака накладывает Похищение маны."
PASSIVE_ETERNALHEALTH_NAME,Вечное здоровье
PASSIVE_ETERNALHEALTH_DESC,"При падении вы получаете только травму Сглаз. Когда ваш отряд побеждает в бою, если вы были повержены, вы полностью исцеляетесь."
PASSIVE_ETERNALHEALTH2_DESC,"При падении вы получаете только травму Сглаз. Когда ваш отряд побеждает в бою, если вы были повержены, вы полностью исцеляетесь. Ваше тело неуничтожимо. Когда вас повержены, союзники получают +1 [img:lck] за каждую вашу травму Сглаз."
PASSIVE_TORPOR_NAME,Оцепенение
PASSIVE_TORPOR_DESC,"Пока вы повержены, ваша базовая атака — Призрачное преследование. Ваше тело получает +6 ОЗ трупа."
PASSIVE_TORPOR2_DESC,"Пока вы повержены, ваша базовая атака — Призрачное преследование, а ваши заклинания — Испуг. Ваше тело получает +6 ОЗ трупа."
PASSIVE_SOULBOND_NAME,Связь душ
PASSIVE_SOULBOND_DESC,Ваша базовая атака накладывает Связь душ.
PASSIVE_SOULBOND2_DESC,Ваша базовая атака накладывает Связь душ. В начале боя накладывает Связь душ на случайного врага.
PASSIVE_SUPERSTITION_NAME,Суеверие
PASSIVE_SUPERSTITION_DESC,"Ваша базовая атака накладывает -1[img:lck]. 
Когда юнит наносит вам урон, вы накладываете на него -1[img:lck]."
PASSIVE_SUPERSTITION2_DESC,"Ваша базовая атака накладывает -1[img:lck] и с шансом 15% накладывает Страх.
Когда юнит наносит вам урон, вы накладываете на него -1[img:lck] и с шансом 15% Страх."
PASSIVE_IMMORTALLEECHES_NAME,Бессмертные пиявки
