KEY,en,notes,sp,fr,de,it,pt-br
HOUSE_INTERSTITIAL_CANNIBALISM,Your cats are starving and have resorted to eating dead cats in order to survive!,,Tus gatos se están muriendo de hambre ¡y han tenido que comer gatos muertos para sobrevivir!,"Affamés, vos chats ont eu recours au cannibalisme pour rester en vie&nbsp;!","Deine Katzen haben Hunger und fressen tote Katzen, um zu überleben!",I tuoi gatti stanno morendo di fame e sono costretti a mangiare gatti morti per sopravvivere!,Seus gatos estão passando fome e começaram a comer gatos mortos para sobreviver!
HOUSE_INTERSTITIAL_EATPOOP,Your cats are starving and have resorted to eating poop in order to survive!,,Tus gatos se están muriendo de hambre ¡y han tenido que comer caca para sobrevivir!,"Affamés, vos chats ont dû se résoudre à manger des excréments pour survivre&nbsp;!","Deine Katzen haben Hunger und fressen ihre Häufchen, um zu überleben!",I tuoi gatti stanno morendo di fame e sono costretti a mangiare cacca per sopravvivere!,Seus gatos estão passando fome e começaram a comer cocô para sobreviver!
HOUSE_INTERSTITIAL_BREED,{Catname1} {gendericon1} got it on with {Catname2} {gendericon2}...,,{Catname1} {gendericon1} se lo ha montado con {Catname2} {gendericon2}...,{Catname1} {gendericon1} a conclu avec {Catname2} {gendericon2}...,{Catname1}&nbsp;{gendericon1} treibt es mit {Catname2}&nbsp;{gendericon2}&nbsp;…,{Catname1} {gendericon1} ha iniziato a darsi da fare con {Catname2} {gendericon2}...,{Catname1} {gendericon1} mandou ver com {Catname2} {gendericon2}...
HOUSE_INTERSTITIAL_BREED_PG,{Catname1} {gendericon1} got together with {Catname2} {gendericon2}...,,{Catname1} {gendericon1} se ha juntado con {Catname2} {gendericon2}...,{Catname1} {gendericon1} est passé à l'acte avec {Catname2} {gendericon2}...,{Catname1}&nbsp;{gendericon1} hat {Catname2}&nbsp;{gendericon2} ganz doll lieb&nbsp;…,{Catname1} {gendericon1} si sta divertendo con {Catname2} {gendericon2}...,{Catname1} {gendericon1} dormiu com {Catname2} {gendericon2}...
HOUSE_INTERSTITIAL_BREED_RESULT_KITTEN,and made a kitten!,"these show up on a newline after the ""catname got it on with..."" string after a delay",¡y han tenido un gatito!,et ils ont eu un chaton&nbsp;!,und sie bekommen ein Kätzchen!,e ha generato un gattino!,e fez um filhote!
HOUSE_INTERSTITIAL_BREED_RESULT_TWINS,and made two kittens!,,¡y han tenido dos gatitos!,et ils ont eu deux chatons&nbsp;!,und sie bekommen zwei Kätzchen!,e ha generato due gattini!,e fez dois filhotes!
HOUSE_INTERSTITIAL_BREED_RESULT_NONE,but no kitten was made.,,sin tener ningún gatito.,mais aucun chaton n'a été conçu.,aber sie bekommen kein Kätzchen.,ma non è nato nessun gattino.,mas nenhum filhote foi feito.
HOUSE_INTERSTITIAL_REJECTED,{Catname1} {gendericon1} wanted to get it on with {Catname2} {gendericon2}...,,"{Catname1} {gendericon1} quería montárselo con {Catname2} {gendericon2}...,",{Catname1} {gendericon1} avait envie de conclure avec {Catname2} {gendericon2}...,{Catname1}&nbsp;{gendericon1} will es mit {Catname2}&nbsp;{gendericon2} treiben&nbsp;…,{Catname1} {gendericon1} voleva darsi da fare con {Catname2} {gendericon2}...,{Catname1} {gendericon1} queria mandar ver com {Catname2} {gendericon2}...
HOUSE_INTERSTITIAL_REJECTED_PG,{Catname1} {gendericon1} wanted to get together with {Catname2} {gendericon2}...,,"{Catname1} {gendericon1} quería juntarse con {Catname2} {gendericon2}...,",{Catname1} {gendericon1} avait envie de passer à l'acte avec {Catname2} {gendericon2}...,{Catname1}&nbsp;{gendericon1} hat {Catname2}&nbsp;{gendericon2} ganz doll lieb&nbsp;…,{Catname1} {gendericon1} voleva accoppiarsi con {Catname2} {gendericon2}...,{Catname1} {gendericon1} queria dormir com {Catname2} {gendericon2}...
HOUSE_INTERSTITIAL_REJECTED2,but {Catname2} {gendericon2} wasn't into it.,,pero a {Catname2} {gendericon2} no le apetecía.,mais {Catname2} {gendericon2} n'était pas d'humeur.,aber {Catname2} {gendericon2} hat kein Interesse.,ma {Catname2} {gendericon2} non era dello stesso avviso.,mas {Catname2} {gendericon2} não estava com vontade.
HOUSE_INTERSTITIAL_FIGHT,{Catname1} started a fight with {Catname2}!,,¡{Catname1} se ha peleado con {Catname2}!,{Catname1} s'est battu avec {Catname2}&nbsp;!,{Catname1} kämpft mit {Catname2}!,{Catname1} ha iniziato a combattere con {Catname2}!,{Catname1} começou uma briga com {Catname2}!
HOUSE_INTERSTITIAL_FIGHT_RESULT_WIN,{Catname} won the fight and was rewarded with {statchanges}!,,{Catname} ha ganado la pelea ¡y ha obtenido {statchanges}!,{Catname} a remporté le combat et a gagné {statchanges}&nbsp;!,{Catname} hat gewonnen und erhält {statchanges}!,{Catname} ha vinto il combattimento e ha ottenuto {statchanges} come ricompensa!,{Catname} ganhou a briga e obteve {statchanges}!
HOUSE_INTERSTITIAL_FIGHT_RESULT_WIN_M,,,,,,,
HOUSE_INTERSTITIAL_FIGHT_RESULT_WIN_F,,,,,,,
HOUSE_INTERSTITIAL_FIGHT_RESULT_WIN_N,,,,,,,
HOUSE_INTERSTITIAL_FIGHT_RESULT_TIE,There were no winners.,,No ha ganado nadie.,Aucun des deux n'en est sorti vainqueur.,Es gab keinen Gewinner.,Non ha vinto nessuno.,Ninguém venceu.
HOUSE_INTERSTITIAL_FIGHT_RESULT_INJURY,{Catname} suffered {injury}.,,{Catname} se ha lesionado: {injury}.,{Catname} a subi {injury}.,{Catname} erleidet: {injury}.,{Catname} ha subito la ferita '{injury}'.,{Catname} sofreu {injury}.
HOUSE_INTERSTITIAL_FIGHT_RESULT_INJURY_M,,,,,,,
HOUSE_INTERSTITIAL_FIGHT_RESULT_INJURY_F,,,,,,,
HOUSE_INTERSTITIAL_FIGHT_RESULT_INJURY_N,,,,,,,
HOUSE_INTERSTITIAL_FIGHT_RESULT_LOSE,"{Catname} got beat up, but was not permanently injured.",,"{Catname} se ha llevado una buena paliza, pero no ha sufrido ninguna lesión permanente.","{Catname} s'est fait passer à tabac, mais sans séquelles permanentes.","{Catname} hat verloren, wurde aber nicht weiter verletzt.","{Catname} le ha prese di brutto, ma non ha riportato ferite permanenti.","{Catname} levou uma surra, mas não sofreu ferimentos permanentes."
HOUSE_INTERSTITIAL_FIGHT_RESULT_LOSE_M,,,,,,,
HOUSE_INTERSTITIAL_FIGHT_RESULT_LOSE_F,,,,,,,
HOUSE_INTERSTITIAL_FIGHT_RESULT_LOSE_N,,,,,,,
HOUSE_INTERSTITIAL_FIGHT_RESULT_DIE,{Catname} died!,,¡{Catname} ha muerto!,{Catname} est mort&nbsp;!,{Catname} ist gestorben!,,{Catname} morreu!
HOUSE_INTERSTITIAL_FIGHT_RESULT_DIE_M,,,,,,{Catname} è morto!,
HOUSE_INTERSTITIAL_FIGHT_RESULT_DIE_F,,,,,,{Catname} è morta!,
HOUSE_INTERSTITIAL_FIGHT_RESULT_DIE_N,,,,,,{Catname} ha perso la vita!,
HOUSE_INTERSTITIAL_MUTATION,{Catname} has evolved!,,¡{Catname} ha evolucionado!,{Catname} a évolué&nbsp;!,{Catname} hat sich entwickelt!,,{Catname} evoluiu!
HOUSE_INTERSTITIAL_MUTATION_M,,,,,,{Catname} si è evoluto!,
HOUSE_INTERSTITIAL_MUTATION_F,,,,,,{Catname} si è evoluta!,
HOUSE_INTERSTITIAL_MUTATION_N,,,,,,{Catname} ha subito un'evoluzione!,
HOUSE_INTERSTITIAL_CURE_DISORDER,{Catname} lost {disorder}!,,{Catname} ya no tiene esto: ¡{disorder}!,{Catname} ne subit plus {disorder}&nbsp;!,{Catname} leidet nicht mehr unter {disorder}!,{Catname} ha perso il disturbo '{disorder}'!,{Catname} não está mais sofrendo {disorder}!
HOUSE_INTERSTITIAL_CURE_DISORDER_M,,,,,,,
HOUSE_INTERSTITIAL_CURE_DISORDER_F,,,,,,,
HOUSE_INTERSTITIAL_CURE_DISORDER_N,,,,,,,
HOUSE_INTERSTITIAL_CURE_INJURY,{Catname's} {injury} was miraculously cured!,,{Catname} se ha recuperado milagrosamente de esto: ¡{injury}!,{Catname} a perdu {injury}&nbsp;!,{injury} von {Catname} wurde wie durch ein Wunder geheilt!,La ferita '{injury}' di {Catname} è miracolosamente guarita!,O ferimento {injury} de {Catname's} foi curado milagrosamente!
HOUSE_INTERSTITIAL_CURE_INJURY_M,,,,,,,
HOUSE_INTERSTITIAL_CURE_INJURY_F,,,,,,,
HOUSE_INTERSTITIAL_CURE_INJURY_N,,,,,,,
HOUSE_INTERSTITIAL_GAIN_DISORDER,{Catname} got {disorder}!,,{Catname} ha desarrollado esto: ¡{disorder}!,{Catname} a subi {disorder}&nbsp;!,{Catname} hat {disorder} erlitten!,{Catname} ha contratto il disturbo '{disorder}'!,{Catname} está sofrendo {disorder}!
HOUSE_INTERSTITIAL_GAIN_DISORDER_M,,,,,,,
HOUSE_INTERSTITIAL_GAIN_DISORDER_F,,,,,,,
HOUSE_INTERSTITIAL_GAIN_DISORDER_N,,,,,,,
HOUSE_INTERSTITIAL_BECOME_OLD,{Catname} has grown old and tired.,,{Catname} se ha hecho mayor y ya no tiene fuerzas.,{Catname} est devenu vieux et épuisé.,{Catname} ist alt und gebrechlich geworden.,,{Catname} envelheceu.
HOUSE_INTERSTITIAL_BECOME_OLD_M,,,,,,{Catname} è invecchiato e stanco.,
HOUSE_INTERSTITIAL_BECOME_OLD_F,,,,,,{Catname} è invecchiata e stanca.,
HOUSE_INTERSTITIAL_BECOME_OLD_N,,,,,,{Catname} soffre a causa di vecchiaia e stanchezza.,
HOUSE_INTERSTITIAL_DIE_OLD_AGE,{Catname} has died of old age.,,{Catname} era muy mayor y ha muerto.,{Catname} est mort de vieillesse.,{Catname} ist an Altersschwäche gestorben.,,{Catname} morreu de velhice.
HOUSE_INTERSTITIAL_DIE_OLD_AGE_M,,,,,,{Catname} è morto di vecchiaia.,
HOUSE_INTERSTITIAL_DIE_OLD_AGE_F,,,,,,{Catname} è morta di vecchiaia.,
HOUSE_INTERSTITIAL_DIE_OLD_AGE_N,,,,,,La vecchiaia ha avuto la meglio su {Catname}.,
HOUSE_INTERSTITIAL_CALM,The night was calm. Nothing of significance occurred.,,La noche ha sido tranquila. No ha ocurrido nada destacable.,"La nuit se déroula paisiblement, sans que rien de notable ne se produise.",Die Nacht war ruhig. Es ist nichts Besonderes passiert.,La notte è stata tranquilla. Non è successo nulla di significativo.,A noite foi calma. Nada digno de nota ocorreu.
HOUSE_INTERSTITIAL_BUTTON_OK,Ok,,Vale,OK,Ok,Ok,Ok
HOUSE_INTERSTITIAL_BUTTON_CONTINUE,>>>,,>>>,>>>,>>>,>>>,>>>
HOUSEBOSS_COUNTDOWN,{amount} Days,,{amount} días,{amount} jours,{amount}&nbsp;Tage,{amount} giorni,{amount} dias
HOUSEBOSS_COUNTDOWN_TOMORROW,Tomorrow!,,¡Mañana!,Demain&nbsp;!,Morgen!,Domani!,Amanhã!
HOUSEBOSS_COUNTDOWN_TODAY,!!!,,¡!,!!!,!!!,!!!,!!!
HOUSE_BUTTON_ENDDAY,End Day,,Terminar día,Fin de journée,Tag beenden,Fine giornata,Finalizar Dia
HOUSE_BUTTON_DEPART,Depart!,,Partir,À l'aventure&nbsp;!,Aufbrechen!,Partenza!,Partir!
HOUSE_DATE_FORMAT,{weekday} {month} {day},"ex ""Fr Jan 19"", text box to display this is small",{weekday} {day} {month},{weekday} {day} {month},"{weekday}, {day}. {month}",{weekday} {day} {month},"{weekday}, {day} de {month}"
HOUSE_DATE_FORMAT_WITHYEAR,"{weekday} {month} {day}, Year {year}","year shows as Year 0, Year 1, Year 2, etc. year since game began, not calendar year","{weekday} {day} {month}, año {year}","{weekday} {day} {month}, an {year}","{weekday}, {day}. {month}, Jahr {year}","{weekday} {day} {month}, Anno {year}","{weekday}, {day} de {month}, ano {year}"
HOUSE_DATE_MONDAY,Mo,,Lu,Lu,Mo,Lu,Seg
HOUSE_DATE_TUESDAY,Tu,,Ma,Ma,Di,Ma,Ter
HOUSE_DATE_WEDNESDAY,We,,Mi,Me,Mi,Me,Qua
HOUSE_DATE_THURSDAY,Th,,Ju,Je,Do,Gi,Qui
HOUSE_DATE_FRIDAY,Fr,,Vi,Ve,Fr,Ve,Sex
HOUSE_DATE_SATURDAY,Sa,,Sa,Sa,Sa,Sa,Sáb
HOUSE_DATE_SUNDAY,Su,,Do,Di,So,Do,Dom
HOUSE_DATE_JAN,Jan,,Ene,Jan,Jan,Gen,Jan
HOUSE_DATE_FEB,Feb,,Feb,Fév,Feb,Feb,Fev
HOUSE_DATE_MAR,Mar,,Mar,Mar,Mär,Mar,Mar
HOUSE_DATE_APR,Apr,,Abr,Avr,Apr,Apr,Abr
HOUSE_DATE_MAY,May,,May,Mai,Mai,Mag,Mai
HOUSE_DATE_JUN,Jun,,Jun,Jun,Jun,Giu,Jun
HOUSE_DATE_JUL,Jul,,Jul,Jul,Jul,Lug,Jul
HOUSE_DATE_AUG,Aug,,Ago,Aoû,Aug,Ago,Ago
HOUSE_DATE_SEP,Sep,,Sep,Sep,Sep,Set,Set
HOUSE_DATE_OCT,Oct,,Oct,Oct,Okt,Ott,Out
HOUSE_DATE_NOV,Nov,,Nov,Nov,Nov,Nov,Nov
HOUSE_DATE_DEC,Dec,,Dic,Déc,Dez,Dic,Dez
HOUSE_FURNITURE_STAT_COMFORT,{amount} [img:comfort] Comfort,,{amount} [img:comfort] Comodidad,[img:comfort] Bien-être&nbsp;: {amount},{amount} [img:comfort] Komfort,{amount} [img:comfort] Comfort,{amount} de [img:comfort] conforto
HOUSE_FURNITURE_STAT_STIMULATION,{amount} [img:stimulation] Stimulation,,{amount} [img:stimulation] Estimulación,[img:stimulation] Stimulation&nbsp;: {amount},{amount} [img:stimulation] Stimulation,{amount} [img:stimulation] Stimolazione,{amount} de [img:stimulation] estimulação
HOUSE_FURNITURE_STAT_APPEAL,{amount} [img:appeal] Appeal,,{amount} [img:appeal] Atractivo,[img:appeal] Attractivité&nbsp;: {amount},{amount} [img:appeal] Reiz,{amount} [img:appeal] Attrattiva,{amount} de [img:appeal] apelo
HOUSE_FURNITURE_STAT_HEALTH,{amount} [img:health] Health,,{amount} [img:health] Salud,[img:health] Santé&nbsp;: {amount},{amount} [img:health] Gesundheit,{amount} [img:health] Salute,{amount} de [img:health] saúde
HOUSE_FURNITURE_STAT_MUTATION,{amount} [img:evolution] Mutation,,{amount} [img:evolution] Mutación,[img:evolution] Mutation&nbsp;: {amount},{amount} [img:evolution] Mutation,{amount} [img:evolution] Mutazione,{amount} de [img:evolution] mutação
HOUSE_STORAGE_NAME,Storage,,Almacén,Rangement,Lager,Deposito,Armazenamento
HOUSE_QUEST_STORAGE_NAME,Quest Items,,Objetos de misión,Objets de quête,Questgegenstände,Oggetti missione,Itens de Missões
HOUSE_TRASH_NAME,Trash,,Basura,Poubelle,Müll,Cestino,Lixeira
HOUSE_TRASH_SUBTITLE,"(will be emptied at 
the end of the day)",,"(se vaciará
al final del día)","(elle sera vidée
en fin de journée)","(wird am Ende des
Tages geleert)","(sarà svuotato alla 
fine della giornata)",(é esvaziada no fim do dia)
HOUSE_CAT_INFO_LOWAGGRO,Low Aggression,,Agresividad baja,Agressivité basse,Niedrige Aggressivität,Bassa aggressività,Agressão baixa
HOUSE_CAT_INFO_MIDAGGRO,Average Aggression,,Agresividad media,Agressivité modérée,Mittlere Aggressivität,Media aggressività,Agressão média
HOUSE_CAT_INFO_HIGHAGGRO,High Aggression,,Agresividad alta,Agressivité élevée,Hohe Aggressivität,Alta aggressività,Agressão alta
HOUSE_CAT_INFO_LOWLIBIDO,Low Libido,,Libido baja,Libido basse,Niedrige Libido,Bassa libido,Libido baixa
HOUSE_CAT_INFO_MIDLIBIDO,Average Libido,,Libido media,Libido modérée,Mittlere Libido,Media libido,Libido média
HOUSE_CAT_INFO_HIGHLIBIDO,High Libido,,Libido alta,Libido élevée,Hohe Libido,Alta libido,Libido alta
HOUSE_CAT_INFO_INBRED0,Not Inbred,,Endogamia nula,Non consanguin,Keine Inzucht,Consanguineità assente,Sem consanguinidade
HOUSE_CAT_INFO_INBRED1,Slightly Inbred,,Endogamia ligera,Légèrement consanguin,Niedrige Inzucht,Consanguineità leggera,Consanguinidade baixa
HOUSE_CAT_INFO_INBRED2,Moderately Inbred,,Endogamia moderada,Modérément consanguin,Mittlere Inzucht,Consanguineità moderata,Consanguinidade moderada
HOUSE_CAT_INFO_INBRED3,Highly Inbred,,Endogamia elevada,Fortement consanguin,Hohe Inzucht,Consanguineità alta,Consanguinidade alta
HOUSE_CAT_INFO_INBRED4,Extremely Inbred,,Endogamia extrema,Extrêmement consanguin,Extreme Inzucht,Consanguineità estrema,Consanguinidade extrema
HOUSE_CAT_INFO_LOVER,Loves {Catname},,Quiere a {Catname},Aime {Catname},Liebt {Catname},Ama {Catname},Ama {Catname}
HOUSE_CAT_INFO_LOVER_M,,,,,,,
HOUSE_CAT_INFO_LOVER_F,,,,,,,
HOUSE_CAT_INFO_LOVER_N,,,,,,,
HOUSE_CAT_INFO_RIVAL,Hates {Catname},,Odia a {Catname},Déteste {Catname},Hasst {Catname},Odia {Catname},Odeia {Catname}
HOUSE_CAT_INFO_RIVAL_M,,,,,,,
HOUSE_CAT_INFO_RIVAL_F,,,,,,,
HOUSE_CAT_INFO_RIVAL_N,,,,,,,
HOUSE_CAT_INFO_AGE,Age {age},,Edad: {age},{age},Alter {age},Età: {age},Idade: {age}
HOUSE_CAT_INFO_HP,HP:,,PS:,PV&nbsp;:,LP:,PS:,PV:
HOUSE_CAT_INFO_LEVEL,Lv.,,Nv.,Niv.,Lv.,Liv:,Nv.
HOUSE_CAT_INFO_OLD,old,,viejo,ans,alt,vecchio,
HOUSE_CAT_INFO_STR_NAME,[img:str]Strength,,[img:str]Fuerza,[img:str]Force,[img:str]Stärke,[img:str]Forza,[img:str]Força
HOUSE_CAT_INFO_STR_DESC,Strength affects melee attack and melee ability damage.,,La fuerza afecta al daño de los ataques y las habilidades cuerpo a cuerpo.,La force affecte les dégâts des attaques et compétences au corps à corps.,Stärke wirkt sich auf den Schaden von Nahkampfangriffen und -fähigkeiten aus.,La forza influenza l'attacco corpo a corpo e il danno delle abilità corpo a corpo.,A força afeta o dano de ataques e habilidades corpo-a-corpo.
HOUSE_CAT_INFO_DEX_NAME,[img:dex]Dexterity,,[img:dex]Destreza,[img:dex]Dextérité,[img:dex]Geschicklichkeit,[img:dex]Destrezza,[img:dex]Destreza
HOUSE_CAT_INFO_DEX_DESC,Dexterity affects ranged attack and ranged ability damage.,,La destreza afecta al daño de los ataques y las habilidades a distancia.,La dextérité affecte les dégâts des attaques et compétences à distance.,Geschicklichkeit wirkt sich auf den Schaden von Fernkampfangriffen und -fähigkeiten aus.,La destrezza influenza il danno da attacco a distanza e il danno da abilità a distanza.,A destreza afeta o dano de ataques e habilidades à distância.
HOUSE_CAT_INFO_CON_NAME,[img:con]Constitution,,[img:con]Constitución,[img:con]Constitution,[img:con]Konstitution,[img:con]Costituzione,[img:con]Constituição
HOUSE_CAT_INFO_CON_DESC,Constitution affects max health and post-combat regen.,,La constitución afecta al máximo de salud y a la regeneración tras el combate.,La constitution affecte les PV max. et la régénération de PV après les combats.,Konstitution wirkt sich auf max. Gesundheit und Lebensregeneration nach dem Kampf aus.,La costituzione influenza la salute massima e la rigenerazione della salute dopo le battaglie.,A constituição afeta a saúde máxima e a regeneração após o combate.
HOUSE_CAT_INFO_INT_NAME,[img:int]Intelligence,,[img:int]Inteligencia,[img:int]Intelligence,[img:int]Intelligenz,[img:int]Intelligenza,[img:int]Inteligência
HOUSE_CAT_INFO_INT_DESC,Intelligence affects mana regen.,,La inteligencia afecta a la regeneración de maná.,L'intelligence affecte la régénération de mana.,Intelligenz wirkt sich auf Manaregeneration aus.,L'intelligenza influenza la rigenerazione del mana.,A inteligência afeta a regeneração de mana.
HOUSE_CAT_INFO_CHA_NAME,[img:cha]Charisma,,[img:cha]Carisma,[img:cha]Charisma,[img:cha]Charisma,[img:cha]Carisma,[img:cha]Carisma
HOUSE_CAT_INFO_CHA_DESC,Charisma affects max mana and starting mana.,,El carisma afecta al maná inicial y al máximo de maná.,Le charisme affecte le mana max. et le mana de départ.,Charisma wirkt sich auf max. Mana und Mana zu Kampfbeginn aus.,Il carisma influenza il mana massimo e il mana iniziale.,O carisma afeta a mana máxima e a mana inicial.
HOUSE_CAT_INFO_SPD_NAME,[img:spd]Speed,,[img:spd]Velocidad,[img:spd]Vitesse,[img:spd]Geschwindigkeit,[img:spd]Velocità,[img:spd]Velocidade
HOUSE_CAT_INFO_SPD_DESC,Speed affects turn order and movement range.,,La velocidad afecta al orden de los turnos y al alcance del movimiento.,La vitesse affecte l'ordre du tour et la portée des déplacements.,Geschwindigkeit wirkt sich auf die Zugreihenfolge und Bewegungsreichweite aus.,La velocità influenza il raggio di movimento e l'ordine dei turni.,A velocidade afeta a ordem dos turnos e o alcance de movimento.
HOUSE_CAT_INFO_LCK_NAME,[img:lck]Luck,,[img:lck]Suerte,[img:lck]Chance,[img:lck]Glück,[img:lck]Fortuna,[img:lck]Sorte
HOUSE_CAT_INFO_LCK_DESC,Luck affects base crit chance and all randomness.,,La suerte afecta a la probabilidad de crítico base y a todo lo que depende del azar.,La chance affecte les chances de coup critique de base ainsi que toute forme d'aléatoire.,Glück wirkt sich auf die kritische Trefferchance und alle zufälligen Ereignisse aus.,La fortuna influenza la probabilità di colpo critico base e tutte le casualità.,A sorte afeta a chance de crítico base e tudo que é aleatório.
,,,,,,,
MUTATION_BODY_NAME,Body Mutation,,Mutación de cuerpo,Mutation du corps,Mutation (Körper),Mutazione del corpo,Mutação de corpo
MUTATION_HEAD_NAME,Head Mutation,,Mutación de cabeza,Mutation de la tête,Mutation (Kopf),Mutazione della testa,Mutação de cabeça
MUTATION_TAIL_NAME,Tail Mutation,,Mutación de cola,Mutation de la queue,Mutation (Schwanz),Mutazione della coda,Mutação de cauda
MUTATION_LEG_NAME,Leg Mutation,,Mutación de pierna trasera,Mutation des jambes,Mutation (Beine),Mutazione delle zampe posteriori,Mutação de perna
MUTATION_ARM_NAME,Arm Mutation,,Mutación de pierna delantera,Mutation des bras,Mutation (Arme),Mutazione delle zampe anteriori,Mutação de braço
MUTATION_EYE_NAME,Eye Mutation,,Mutación de ojo,Mutation des yeux,Mutation (Augen),Mutazione degli occhi,Mutação de olho
MUTATION_EYEBROW_NAME,Eyebrow Mutation,,Mutación de ceja,Mutation des sourcils,Mutation (Augenbrauen),Mutazione delle sopracciglia,Mutação de sobrancelha
MUTATION_EAR_NAME,Ear Mutation,,Mutación de oreja,Mutation des oreilles,Mutation (Ohren),Mutazione delle orecchie,Mutação de orelha
MUTATION_MOUTH_NAME,Mouth Mutation,,Mutación de boca,Mutation de la bouche,Mutation (Mund),Mutazione della bocca,Mutação de boca
MUTATION_FUR_NAME,Fur Mutation,,Mutación de pelo,Mutation de la fourrure,Mutation (Fell),Mutazione del pelo,Mutação de pelagem
MUTATION_BODY_NAME_BAD,Body Birth Defect,,Malformación congénita de cuerpo,Malformation du corps,Geburtsfehler (Körper),Difetto congenito del corpo,Doença congênita de corpo
MUTATION_HEAD_NAME_BAD,Head Birth Defect,,Malformación congénita de cabeza,Malformation de la tête,Geburtsfehler (Kopf),Difetto congenito della testa,Doença congênita de cabeça
MUTATION_TAIL_NAME_BAD,Tail Birth Defect,,Malformación congénita de cola,Malformation de la queue,Geburtsfehler (Schwanz),Difetto congenito della coda,Doença congênita de cauda
MUTATION_LEG_NAME_BAD,Leg Birth Defect,,Malformación congénita de pata trasera,Malformation des jambes,Geburtsfehler (Beine),Difetto congenito delle zampe posteriori,Doença congênita de perna
MUTATION_ARM_NAME_BAD,Arm Birth Defect,,Malformación congénita de pata delantera,Malformation des bras,Geburtsfehler (Arme),Difetto congenito del zampe anteriori,Doença congênita de braço
MUTATION_EYE_NAME_BAD,Eye Birth Defect,,Malformación congénita de ojo,Malformation des yeux,Geburtsfehler (Augen),Difetto congenito dell'occhio,Doença congênita de olho
MUTATION_EYEBROW_NAME_BAD,Eyebrow Birth Defect,,Malformación congénita de ceja,Malformation des sourcils,Geburtsfehler (Augenbrauen),Difetto congenito delle sopracciglia,Doença congênita de sobrancelha
MUTATION_EAR_NAME_BAD,Ear Birth Defect,,Malformación congénita de oreja,Malformation des oreilles,Geburtsfehler (Ohren),Difetto congenito delle orecchie,Doença congênita de orelha
MUTATION_MOUTH_NAME_BAD,Mouth Birth Defect,,Malformación congénita de boca,Malformation de la bouche,Geburtsfehler (Mund),Difetto congenito della bocca,Doença congênita de boca
MUTATION_FUR_NAME_BAD,Fur Birth Defect,,Malformación congénita de pelo,Malformation de la fourrure,Geburtsfehler (Fell),Difetto congenito del pelo,Doença congênita de pelagem
HOUSE_CAT_INFO_HAS_MUTATIONS,This cat has mutations!,,¡Este gato tiene mutaciones!,Ce chat a des mutations&nbsp;!,Diese Katze hat Mutationen!,Questo gatto ha delle mutazioni!,Este gato possui mutações!
,,,,,,,
LEVELUP_REROLL_BUTTON,Reroll Options,,Cambio al azar,Tirage d'options,Auswahl neu generieren,Opzioni di rilancio,Rolar opções novamente
LEVELUP_TITLE,{Catname} Leveled Up!,,¡{Catname} ha subido de nivel!,{Catname} gagne un niveau&nbsp;!,{Catname} ist aufgelevelt!,,{Catname} subiu de nível!
LEVELUP_TITLE_M,,,,,,{Catname} è salito di livello!,
LEVELUP_TITLE_F,,,,,,{Catname} è salita di livello!,
LEVELUP_TITLE_N,,,,,,{Catname} ha raggiunto il livello successivo!,
LEVELUP_SUBTITLE_NOSTATS,{Catname} is now level {level}!,,Ha alcanzado el nivel {level}.,{Catname} est désormais niveau {level}&nbsp;!,{Catname} ist jetzt Level {level}!,{Catname} è ora di livello {level}!,{Catname} atingiu o nível {level}!
LEVELUP_SUBTITLE_NOSTATS_M,,,,,,,
LEVELUP_SUBTITLE_NOSTATS_F,,,,,,,
LEVELUP_SUBTITLE_NOSTATS_N,,,,,,,
LEVELUP_SUBTITLE,{Catname} is now level {level}! {Catname} got {statchanges}!,,Ha alcanzado el nivel {level} y ha recibido {statchanges}.,{Catname} est désormais niveau {level}&nbsp;! {Catname} obtient {statchanges}&nbsp;!,{Catname} ist jetzt Level {level}! {Catname} erhält {statchanges}!,{Catname} è ora di livello {level}! {Catname} ha ottenuto {statchanges}!,{Catname} atingiu o nível {level}! {Catname} obteve {statchanges}!
LEVELUP_SUBTITLE_M,,,,,,,
LEVELUP_SUBTITLE_F,,,,,,,
LEVELUP_SUBTITLE_N,,,,,,,
LEVELUP_BONUS_PASSIVE,{Catname} also learned {passive}!,,¡También ha aprendido {passive}!,{Catname} apprend également {passive}&nbsp;!,{Catname} hat außerdem {passive} gelernt!,{Catname} ha anche imparato l'abilità passiva {passive}!,{Catname} também aprendeu {passive}!
LEVELUP_BONUS_PASSIVE_M,,,,,,,
LEVELUP_BONUS_PASSIVE_F,,,,,,,
LEVELUP_BONUS_PASSIVE_N,,,,,,,
LEVELUP_CHOICE_ERROR_NAME,Nothing,,Nada,Rien,Nichts,Nulla,Nada
LEVELUP_CHOICE_ERROR_DESC,don't click this. it shouldn't exist.,,No pulses esto; no debería existir.,Ne cliquez pas sur ce truc. Il n'a pas lieu d'exister.,nicht anklicken. dies sollte nicht existieren.,non cliccare. non dovrebbe esistere.,isto é um erro não deveria existir. não clique aqui.
LEVELUP_CHOICE_ABILITY,Learn Ability!,,Aprender habilidad,Nouvelle compétence&nbsp;!,Fähigkeit lernen!,Impara Abilità Attiva!,Aprender habilidade!
LEVELUP_CHOICE_PASSIVE,Learn Passive!,,Aprender habilidad pasiva,Nouvelle compétence passive&nbsp;!,Passiveffekt lernen!,Impara Abilità Passiva!,Aprender habilidade passiva!
