KEY,en,notes,sp,fr,de,it,pt-br
ABILITY_MEOW_DESC,Your closest ally moves toward you.,,El aliado más cercano se mueve hacia esta unidad.,L'unité alliée la plus proche se déplace vers vous.,"Der Verbündete, der dir am nächsten steht, bewegt sich in deine Richtung.",Il tuo alleato più vicino si muove verso di te.,Seu aliado mais próximo se move na sua direção.
ABILITY_MEOW2_DESC,A target ally moves toward you.,,Un aliado elegido se mueve hacia esta unidad.,L'unité alliée ciblée se déplace vers vous.,Ein beliebiger Verbündeter bewegt sich in deine Richtung.,Un alleato specifico si muove verso di te.,Um aliado alvo se move na sua direção.
ABILITY_SWAT_NAME,Swat,,Guantazo,Mandale,Schubsen,Zampata,Tabefe
ABILITY_SWAT_DESC,Knockback a unit 3 tiles.,,Hace retroceder una unidad 3 casillas.,Repousse une unité de 3&nbsp;cases.,Stoße eine Einheit 3&nbsp;Felder zurück.,Respingi un'unità di 3 caselle.,Empurre uma unidade 3 espaços para trás.
ABILITY_SWAT2_DESC,"Knockback a unit 10 tiles.
[s:.7](This spell costs less.)[/s]",,"Hace retroceder una unidad 10 casillas.
[s:.7](Este hechizo cuesta menos).[/s]",Repousse une unité de 10&nbsp;cases. [s:.7](Coût réduit.)[/s],"Stoße eine Einheit 10&nbsp;Felder zurück.
[s:.7](Dieser Zauber kostet weniger.)[/s]","Respingi un'unità di 10 caselle.
[s:.7](Quest'incantesimo costa meno.)[/s]","Empurre uma unidade 10 espaços para trás.
[s:.7](Este encantamento custa menos.)[/s]"
ABILITY_LICK_NAME,Lick,,Lametón,Léchouille,Schlecker,Leccata,Lambida
ABILITY_LICK_DESC,Heal an adjacent unit by 2 HP.,,Devuelve 2 PS a una unidad adyacente.,Soigne une unité adjacente de 2&nbsp;PV.,Heile eine benachbarte Einheit um 2&nbsp;LP.,Curi un'unità adiacente di 2 PS.,Cure 2 PV de uma unidade adjacente.
ABILITY_LICK2_DESC,Heal an adjacent unit by 2 HP. Healed enemies gain Confusion 3.,,Devuelve 2 PS a una unidad adyacente. Los enemigos curados obtienen 3 de confusión.,Soigne une unité adjacente de 2&nbsp;PV. Les ennemis soignés subissent Confusion&nbsp;+3.,Heile eine benachbarte Einheit um 2&nbsp;LP. Geheilte Gegner erleiden Verwirrung&nbsp;3.,Curi un'unità adiacente di 2 PS. I nemici curati ottengono Confusione 3.,Cure 2 PV de uma unidade adjacente. Inimigos curados obtêm confusão 3.
ABILITY_PURR_NAME,Purr,,Ronroneo,Ronronnement,Schnurren,Fusa,Purr
ABILITY_PURR_DESC,Remove 1 stack of a random debuff from yourself and all adjacent units.,,Elimina 1 acumulación de una desventaja al azar de sí misma y de todas las unidades adyacentes.,Retire 1&nbsp;cumul de malus aléatoire sur vous et toutes les unités adjacentes.,Entferne 1&nbsp;Stapel einer zufälligen Schwächung von dir selbst und allen benachbarten Einheiten.,Rimuovi 1 stack di un malus casuale da te e da tutte le unità adiacenti.,Remova 1 acumulação de um enfraquecimento aleatório de si e de todas as unidades adjacentes.
ABILITY_PURR2_DESC,Remove 1 stack of a random debuff from and heal 1 HP to yourself and all adjacent units.,,Devuelve 1 PS y elimina 1 acumulación de una desventaja al azar de sí misma y de todas las unidades adyacentes.,Soigne 1&nbsp;PV et retire 1&nbsp;cumul de malus aléatoire sur vous et toutes les unités adjacentes.,Entferne 1&nbsp;Stapel einer zufälligen Schwächung von dir selbst und allen benachbarten Einheiten und heile euch jeweils um 1&nbsp;LP.,Rimuovi 1 stack di un malus casuale da te e da tutte le unità adiacenti e rigeneri 1 PS.,Remova 1 acumulação de um enfraquecimento aleatório e cure 1 PV de si e de todas as unidades adjacentes.
ABILITY_HISS_NAME,Hiss,,Bufido,Feulement,Fauchen,Soffio,Sibilo
ABILITY_HISS_DESC,Adjacent units move away from you. You have a 25% chance to inflict Fear on them.,,Las unidades adyacentes se alejan. Tiene un 25 % de probabilidad de infligirles miedo.,Les unités adjacentes s'éloignent de vous. Vous avez 25&nbsp;% de chances de leur infliger Peur.,Benachbarte Einheiten bewegen sich von dir weg. Verursache mit einer 25%igen Wahrscheinlichkeit Angst bei ihnen.,Le unità adiacenti si allontanano da te. Hai un 25% di probabilità di infliggere loro Paura.,Unidades adjacente se afastam de você. Você possui 25% de chance de aplicar medo nelas.
ABILITY_HISS2_DESC,Adjacent units move away from you. Inflict fear on them.,,Las unidades adyacentes se alejan de esta y les inflige miedo.,Les unités adjacentes s'éloignent de vous. Vous leur infligez Peur.,Benachbarte Einheiten bewegen sich von dir weg. Verursache Angst bei ihnen.,Le unità adiacenti si allontanano da te. Infliggi loro Paura.,Unidades adjacente se afastam de você. Aplique medo nelas.
ABILITY_KNEAD_NAME,Knead,,Amasado,Patounage,Kneten,Manipolazione,Sovada
ABILITY_KNEAD_DESC,"Knead another unit. Allies gain +1 Damage, enemies gain Weakness 1.",,Amasa a otra unidad. Los aliados obtienen +1 de daño y los enemigos sufren 1 de debilidad.,"Patounez une autre unité. Les alliés gagnent Dégâts&nbsp;+1, les ennemis subissent Vulnérabilité&nbsp;+1.","Knete eine Einheit. Verbündete erhalten +1&nbsp;Schaden, Gegner erleiden Schwäche&nbsp;1.","Manipoli un'altra unità. Gli alleati ottengono +1 al Danno, i nemici ottengono Debolezza 1.","Sove outra unidade. Aliados obtêm +1 de dano, inimigos obtêm fraqueza 1."
ABILITY_KNEAD2_DESC,"Knead another unit. Allies gain +2 Damage, enemies gain Weakness 2.",,Amasa a otra unidad. Los aliados obtienen +2 de daño y los enemigos sufren 2 de debilidad.,"Patounez une autre unité. Les alliés gagnent Dégâts&nbsp;+2, les ennemis subissent Vulnérabilité&nbsp;+2.","Knete eine Einheit. Verbündete erhalten +2&nbsp;Schaden, Gegner erleiden Schwäche&nbsp;2.","Manipoli un'altra unità. Gli alleati ottengono +2 al Danno, i nemici ottengono Debolezza 2.","Sove outra unidade. Aliados obtêm +2 de dano, inimigos obtêm fraqueza 2."
ABILITY_BUYCATNIP_NAME,Buy Catnip,,Compra de hierba gatera,Achat d'herbe à chat,Katzenminze kaufen,Compra Erba Gatta,Comprar Erva-de-Gato
ABILITY_BUYCATNIP_DESC,"Spend 5 coins, gain 10 mana.
[s:.7](Castable once per turn.)[/s]",,"Gasta 5 monedas y obtiene 10 de maná.
[s:.7](Se puede lanzar una vez por turno).[/s]",Dépense 5&nbsp;pièces pour gagner 10&nbsp;mana. [s:.7](Une fois par tour.)[/s],"Gib 5&nbsp;Münzen aus und erhalte 10&nbsp;Mana.
[s:.7](Einmal pro Zug verwendbar.)[/s]","Spendi 5 monete, ottieni 10 mana.
[s:.7](Lanciabile una volta per turno.)[/s]","Gaste 5 moedas, obtenha 10 de mana.
[s:.7](Um lançamento por turno.)[/s]"
ABILITY_BUYCATNIP2_DESC,"Spend 5 coins, gain 15 mana.
[s:.7](Castable once per turn.)[/s]",,"Gasta 5 monedas y obtiene 15 de maná.
[s:.7](Se puede lanzar una vez por turno).[/s]",Dépense 5&nbsp;pièces pour gagner 15&nbsp;mana. [s:.7](Une fois par tour.)[/s],"Gib 5&nbsp;Münzen aus und erhalte 15&nbsp;Mana.
[s:.7](Einmal pro Zug verwendbar.)[/s]","Spendi 5 monete, ottieni 15 mana.
[s:.7](Lanciabile una volta per turno.)[/s]","Gaste 5 moedas, obtenha 15 de mana.
[s:.7](Um lançamento por turno.)[/s]"
ABILITY_VETVISIT_NAME,Vet Visit,,Visita al veterinario,Visite au véto,Tierarztbesuch,Visita dal Veterinario,Consulta Veterinária
ABILITY_VETVISIT_DESC,"Spend 5 coins, heal 10 HP.
[s:.7](Castable once per turn.)[/s]",,"Gasta 5 monedas y recupera 10 PS.
[s:.7](Se puede lanzar una vez por turno).[/s]",Dépense 5&nbsp;pièces pour soigner 10&nbsp;PV. [s:.7](Une fois par tour.)[/s],"Gib 5&nbsp;Münzen aus und erhalte 10&nbsp;LP.
[s:.7](Einmal pro Zug verwendbar.)[/s]","Spendi 5 monete, curi 10 PS.
[s:.7](Lanciabile una volta per turno.)[/s]","Gaste 5 moedas, cure 10 PV.
[s:.7](Um lançamento por turno.)[/s]"
ABILITY_VETVISIT2_DESC,"Spend 5 coins, heal 15 HP.
[s:.7](Castable once per turn.)[/s]",,"Gasta 5 monedas y recupera 15 PS.
[s:.7](Se puede lanzar una vez por turno).[/s]",Dépense 5&nbsp;pièces pour soigner 15&nbsp;PV. [s:.7](Une fois par tour.)[/s],"Gib 5&nbsp;Münzen aus und erhalte 15&nbsp;LP.
[s:.7](Einmal pro Zug verwendbar.)[/s]","Spendi 5 monete, curi 15 PS.
[s:.7](Lanciabile una volta per turno.)[/s]","Gaste 5 moedas, cure 15 PV.
[s:.7](Um lançamento por turno.)[/s]"
ABILITY_HIREHITMAN_NAME,Hire Hitman,,Contratación de sicario,Service d'assassinat,Attentäter anheuern,Assolda Sicario,Contratar Assassino
ABILITY_HIREHITMAN_DESC,"Spend 7 coins, summon a bounty hunter.
[s:.7](Castable once per turn.)[/s]",,"Gasta 7 monedas e invoca a un cazarrecompensas.
[s:.7](Se puede lanzar una vez por turno).[/s]",Dépense 7&nbsp;pièces pour invoquer un chasseur de primes. [s:.7](Une fois par tour.)[/s],"Gib 7&nbsp;Münzen aus und rufe einen Kopfgeldjäger.
[s:.7](Einmal pro Zug verwendbar.)[/s]","Spendi 7 monete, evochi un cacciatore di taglie.
[s:.7](Lanciabile una volta per turno.)[/s]","Gaste 7 moedas, invoque um caçador de recompensas.
[s:.7](Um lançamento por turno.)[/s]"
ABILITY_HIREHITMAN2_DESC,"Spend 7 coins, summon a bounty hunter with All Stats Up 2.
[s:.7](Castable once per turn.)[/s]",,"Gasta 7 monedas e invoca a un cazarrecompensas con 2 de aumento total.
[s:.7](Se puede lanzar una vez por turno).[/s]",Dépense 7&nbsp;pièces pour invoquer un chasseur de primes avec Hausse de stats&nbsp;+2. [s:.7](Une fois par tour.)[/s],"Gib 7&nbsp;Münzen aus und rufe einen Kopfgeldjäger mit einem Bonus auf alle Attribute.
[s:.7](Einmal pro Zug verwendbar.)[/s]","Spendi 7 monete, evochi un cacciatore di taglie con Aumento delle Statistiche 2.
[s:.7](Lanciabile una volta per turno.)[/s]","Gaste 7 moedas, invoque um caçador de recompensas com todos os atributos aumentados 2.
[s:.7](Um lançamento por turno.)[/s]"
ABILITY_SUBWAYRIDE_NAME,Subway Ride,,Viaje en metro,Transports publics,U-Bahnfahrt,Giro in Metro,Passeio de Metrô
ABILITY_SUBWAYRIDE_DESC,"Spend 5 coins, teleport to any tile.
[s:.7](Castable once per turn.)[/s]",,"Gasta 5 monedas y se teletransporta a cualquier casilla.
[s:.7](Se puede lanzar una vez por turno).[/s]",Dépense 5&nbsp;pièces pour se téléporter sur n'importe quelle case. [s:.7](Une fois par tour.)[/s],"Gib 5&nbsp;Münzen aus. Teleportiert dich auf ein beliebiges Feld.
[s:.7](Einmal pro Zug verwendbar.)[/s]","Spendi 5 monete, ti teletrasporti su una casella qualsiasi.
[s:.7](Lanciabile una volta per turno.)[/s]","Gaste 5 moedas, teletransporte-se para qualquer espaço.
[s:.7](Um lançamento por turno.)[/s]"
ABILITY_SUBWAYRIDE2_DESC,"Spend 2 coins, teleport to any tile.
[s:.7](Castable once per turn.)[/s]",,"Gasta 2 monedas y se teletransporta a cualquier casilla.
[s:.7](Se puede lanzar una vez por turno).[/s]",Dépense 2&nbsp;pièces pour se téléporter sur n'importe quelle case. [s:.7](Une fois par tour.)[/s],"Gib 2&nbsp;Münzen aus. Teleportiert dich auf ein beliebiges Feld.
[s:.7](Einmal pro Zug verwendbar.)[/s]","Spendi 2 monete, ti teletrasporti su una casella qualsiasi.
[s:.7](Lanciabile una volta per turno.)[/s]","Gaste 2 moedas, teletransporte-se para qualquer espaço.
[s:.7](Um lançamento por turno.)[/s]"
ABILITY_GYMMEMBERSHIP_NAME,Gym Membership,,Suscripción al gimnasio,Abo à la salle,Fitnessstudio,Iscrizione in Palestra,Matrícula de Academia
ABILITY_GYMMEMBERSHIP_DESC,"Spend 5 coins, gain All Stats Up.
[s:.7](Castable once per turn.)[/s]",,"Gasta 5 monedas y obtiene aumento total.
[s:.7](Se puede lanzar una vez por turno).[/s]",Dépense 5&nbsp;pièces pour gagner Hausse de stats. [s:.7](Une fois par tour.)[/s],"Gib 5&nbsp;Münzen aus und erhalte einen Bonus auf alle Attribute.
[s:.7](Einmal pro Zug verwendbar.)[/s]","Spendi 5 monete, ottieni Aumento delle Statistiche.
[s:.7](Lanciabile una volta per turno.)[/s]","Gaste 5 moedas, obtenha todos os atributos aumentados.
[s:.7](Um lançamento por turno.)[/s]"
ABILITY_GYMMEMBERSHIP2_DESC,"Spend 5 coins, gain All Stats Up and refresh your basic attack and movement actions.
[s:.7](Castable once per turn.)[/s]",,"Gasta 5 monedas, obtiene aumento total y restaura el ataque básico y las acciones de movimiento.
[s:.7](Se puede lanzar una vez por turno).[/s]",Dépense 5&nbsp;pièces pour gagner Hausse de stats et réinitialiser vos actions de déplacement et d'attaque de base. [s:.7](Une fois par tour.)[/s],"Gib 5&nbsp;Münzen aus, erhalte einen Bonus auf alle Attribute und frische deinen Grundangriff und deine Bewegungsaktion wieder auf.
[s:.7](Einmal pro Zug verwendbar.)[/s]","Spendi 5 monete, ottieni Aumento delle Statistiche e ricarichi il tuo attacco base e le azioni di movimento.
[s:.7](Lanciabile una volta per turno.)[/s]","Gaste 5 moedas, obtenha todos os atributos aumentados e reinicie suas ações básicas de ataque e movimento.
[s:.7](Um lançamento por turno.)[/s]"
ABILITY_SUPERCRATEBOX_NAME,Super Crate Box,,Supercaja,Super caisse,Tolle Überraschungskiste,Super Cassa,Super Caixa
ABILITY_SUPERCRATEBOX_DESC,Spawn a crate on an adjacent tile.,,Genera una caja en una casilla adyacente.,Fait apparaître une caisse sur une case adjacente.,Lasse auf einem benachbarten Feld eine Kiste erscheinen.,Generi una cassa su una casella adiacente.,Gere uma caixa em um espaço adjacente.
ABILITY_SUPERCRATEBOX2_DESC,Spawn a crate within range 5.,,Genera una caja en un alcance de 5 casillas.,Fait apparaître une caisse sur une case (portée max.&nbsp;: 5&nbsp;cases).,Lasse innerhalb von 5&nbsp;Feldern eine Kiste erscheinen.,Generi una cassa entro un raggio d'azione di 5 caselle.,Gere uma caixa em um máximo de 5 de alcance.
ABILITY_BBQ_NAME,BBQ,,Barbacoa,BBQ,Grillfest,Barbecue,Churrasco
ABILITY_BBQ_DESC,Spawn a cooked meat pickup.,,Genera un recogible de carne.,Fait apparaître de la viande grillée.,Lasse ein Stück gekochtes Fleisch erscheinen.,Generi un raccoglibile carne cotta.,Gere um coletável de carne cozida.
ABILITY_BBQ2_DESC,Spawn a big cooked meat pickup.,,Genera un recogible de carne grande.,Fait apparaître un gros morceau de viande grillée.,Lasse ein großes Stück gekochtes Fleisch erscheinen.,Generi un grosso raccoglibile carne cotta.,Gere um coletável de carne cozida grande.
ABILITY_CPR_NAME,CPR,,Reanimación cardiopulmonar,Massage cardiaque,Wiederbelebungsmaßnahme,Massaggio Cardiaco,Respiração Boca-a-Boca
ABILITY_CPR_DESC,Revive an adjacent body to 1 HP.,,Resucita un cadáver adyacente con 1 PS.,Réanime un cadavre adjacent avec 1&nbsp;PV.,Belebe eine benachbarte Einheit mit 1&nbsp;LP wieder.,Rianimi un corpo adiacente a 1 PS.,Reviva um corpo adjacente com 1 PV.
ABILITY_CPR2_DESC,"Revive an adjacent body to 5 HP.
[s:.7](This spell costs less.)[/s]",,"Resucita un cadáver adyacente con 5 PS.
[s:.7](Este hechizo cuesta menos).[/s]",Réanime un cadavre adjacent avec 5&nbsp;PV. [s:.7](Coût réduit.)[/s],"Belebe eine benachbarte Einheit mit 5&nbsp;LP wieder.
[s:.7](Dieser Zauber kostet weniger.)[/s]","Rianimi un corpo adiacente a 5 PS.
[s:.7](Quest'incantesimo costa meno.)[/s]","Reviva um corpo adjacente com 5 PV.
[s:.7](Este encantamento custa menos.)[/s]"
ABILITY_BLOW_NAME,Blow,,Golpetazo,Souffle,Pusten,Refolo,Assoprão
ABILITY_BLOW_DESC,Blow units in a cone back 1 tile.,,Hace retroceder 1 casilla a las unidades en un área cónica.,"Souffle en cône, repousse les unités d'une case.",Stoße Einheiten in einem kegelförmigen Bereich vor dir 1&nbsp;Feld zurück.,Fai arretrare di 1 casella le unità disposte in un cono.,Sopre unidades 1 espaço para trás em um cone.
ABILITY_BLOW2_DESC,Blow units in a larger cone back 1 tile.,,Hace retroceder 1 casilla a las unidades en un área cónica más grande.,"Souffle en large cône, repousse les unités d'une case.",Stoße Einheiten in einem größeren kegelförmigen Bereich vor dir 1&nbsp;Feld zurück.,Fai arretrare di 1 casella le unità disposte in un cono più ampio.,Sopre unidades 1 espaço para trás em um cone maior.
ABILITY_TOAST_NAME,Toast,,Tostada,Grillade,Toast,Ustione,Torrada
ABILITY_TOAST_DESC,Inflict Burn 1 on an adjacent unit.,,Inflige +1 de quemadura a una unidad adyacente.,Inflige Brûlure&nbsp;+1&nbsp;sur une unité adjacente.,Verursache bei einer benachbarten Einheit Verbrennung&nbsp;1.,Infliggi Bruciatura 1 a un'unità adiacente.,Aplique queimadura 1 em uma unidade adjacente.
ABILITY_TOAST2_DESC,Inflict Burn 1 on a unit in range 5.,,Inflige +1 de quemadura a una unidad en un alcance de 5 casillas.,Infligez Confusion&nbsp;+1&nbsp;sur une unité à 5&nbsp;de portée.,"Verursache bei einer Einheit, die höchstens 5&nbsp;Felder entfernt ist, Verbrennung&nbsp;1.",Infliggi Bruciatura 1 a un'unità entro un raggio d'azione di 5 caselle.,Aplique queimadura 1 em uma unidade em um máximo de 5 de alcance.
ABILITY_LANDSCAPE_NAME,Landscape,,Paisaje,Paysagiste,Landschaftsgärtnerei,Paesaggio,Paisagem
ABILITY_LANDSCAPE_DESC,Turn an adjacent tile into a small grass tile.,,Convierte una casilla adyacente en una casilla de hierba pequeña.,Transforme une case adjacente en petite case d'herbe.,Verwandle ein benachbartes Feld in ein kleines Grasfeld.,Trasformi una casella adiacente in una piccola casella d'erba.,Transforme um espaço adjacente em um espaço de grama baixa.
ABILITY_LANDSCAPE2_DESC,Turn any tile into a small grass tile.,,Convierte cualquier casilla en una casilla de hierba pequeña.,Transforme n'importe quelle case en petite case d'herbe.,Verwandle ein beliebiges Feld in ein kleines Grasfeld.,Trasformi una casella qualsiasi in una piccola casella d'erba.,Transforme qualquer espaço em um espaço de grama baixa.
ABILITY_ZAP_NAME,Zap,,Calambre,Bzzzz,Stromstoß,Scossa,Choque
ABILITY_ZAP_DESC,Deal 1 electric damage at infinite range.,,Inflige 1 de daño eléctrico con alcance ilimitado.,Inflige 1&nbsp;point de dégâts électriques. Portée infinie.,Verursache 1&nbsp;elektrischen Schaden mit unendlicher Reichweite.,Infliggi 1 di danno elettrico a raggio d'azione infinito.,Cause 1 de dano elétrico com alcance infinito.
ABILITY_ZAP2_DESC,Deal 1 electric damage with a 25% chance to Stun at infinite range.,,Inflige 1 de daño eléctrico y tiene un 25 % de probabilidad de aturdir con alcance ilimitado.,Inflige 1&nbsp;point de dégâts électriques avec 25&nbsp;% de chances d'Étourdissement. Portée infinie.,Verursache 1&nbsp;elektrischen Schaden mit unendlicher Reichweite. Verursacht mit 25%iger Wahrscheinlichkeit Betäubung.,Infliggi 1 di danno elettrico raggio d'azione infinito con una probabilità del 25% di causare Stordimento.,Cause 1 de dano elétrico com 25% de chance de atordoar e alcance infinito.
ABILITY_SUNBURN_NAME,Sunburn,,Quemadura solar,Coup de soleil,Sonnenbrand,Scottatura,Insolação
ABILITY_SUNBURN_DESC,Inflicts Burn 1 and Blind 1 at infinite range.,,Inflige 1 de quemadura y 1 de ceguera con alcance ilimitado.,Inflige Brûlure&nbsp;+1&nbsp;et Cécité&nbsp;+1. Portée infinie.,Verursache Verbrennung&nbsp;1 und Blindheit&nbsp;1 mit unendlicher Reichweite.,Infliggi Bruciatura 1 e Accecamento 1 a raggio d'azione infinito.,Aplique queimadura 1 e cegueira 1 com alcance infinito.
ABILITY_SUNBURN2_DESC,Inflict Burn 1 and Blind 1 in an area at infinite range.,,Inflige 1 de quemadura y 1 de ceguera en un área con alcance ilimitado.,Inflige Brûlure&nbsp;+1&nbsp;et Cécité&nbsp;+1&nbsp;en zone. Portée infinie.,Verursache Verbrennung&nbsp;1 und Blindheit&nbsp;1 in einem bestimmten Bereich mit unendlicher Reichweite.,Infliggi Bruciatura 1 e Accecamento in un'area a raggio d'azione infinito.,Aplique queimadura 1 e cegueira 1 em uma área com alcance infinito.
ABILITY_COLDSHOULDER_NAME,Cold Shoulder,,Ley del hielo,Froideur,Kalte Schulter,Freddezza,Dar Gelo
ABILITY_COLDSHOULDER_DESC,Deal 1 ice damage and inflict Slow 1 at infinite range.,,Inflige 1 de daño de hielo e inflige 1 de ralentización con alcance ilimitado.,Inflige 1&nbsp;point de dégâts de glace et Lenteur&nbsp;+1. Portée infinie.,Verursache 1&nbsp;Eisschaden und Verlangsamung&nbsp;1 mit unendlicher Reichweite.,Infliggi 1 di danno da ghiaccio e Rallentamento 1 a raggio d'azione infinito.,Cause 1 de dano de gelo e aplique lentidão 1 com alcance infinito.
ABILITY_COLDSHOULDER2_DESC,"Deal 1 ice damage and inflict Slow 1 at infinite range.
[s:.7](This spell costs less.)[/s]",,"Inflige 1 de daño de hielo e inflige 1 de ralentización con alcance ilimitado.
[s:.7](Este hechizo cuesta menos).[/s]",Inflige 1&nbsp;point de dégâts de glace et Lenteur&nbsp;+1. Portée infinie. [s:.7](Coût réduit.)[/s],"Verursache 1&nbsp;Eisschaden und Verlangsamung&nbsp;1 mit unendlicher Reichweite.
[s:.7](Dieser Zauber kostet weniger.)[/s]","Infliggi 1 di danno da ghiaccio e Rallentamento 1 a raggio d'azione infinito.
[s:.7](Quest'incantesimo costa meno.)[/s]","Cause 1 de dano de gelo e aplique lentidão 1 com alcance infinito.
[s:.7](Este encantamento custa menos.)[/s]"
ABILITY_BLOWKISS_NAME,Blow Kiss,,Lanzar beso,Bisous&nbsp;!,Kuss zuwerfen,Bacio della Salute,Mandar Beijo
ABILITY_BLOWKISS_DESC,Heal another unit by 1 HP at infinite range.,,Devuelve 1 PS a otra unidad con alcance ilimitado.,Soigne une autre unité de 1&nbsp;PV. Portée infinie.,Heile eine anderen Einheit mit unendlicher Reichweite um 1&nbsp;LP.,Curi un'altra unità di 1 PS a raggio d'azione infinito.,Cure 1 PV de outra unidade com alcance infinito.
ABILITY_BLOWKISS2_DESC,Heal another unit by 2 HP at infinite range.,,Devuelve 2 PS a otra unidad con alcance ilimitado.,Soigne une autre unité de 2&nbsp;PV. Portée infinie.,Heile eine anderen Einheit mit unendlicher Reichweite um 2&nbsp;LP.,Curi un'altra unità di 2 PS a raggio d'azione infinito.,Cure 2 PV de outra unidade com alcance infinito.
ABILITY_FORRBIDDENFART_NAME,Forbidden Fart,,Pedo prohibido,Pet interdit,Verbotener Furz,Peto Proibito,Pum Proibido
ABILITY_FORRBIDDENFART_DESC,"Damage, Inflict Poison 4 and Knock Up nearby units.
There will be permanent consequences for casting this spell…
[s:.7](Castable once per turn.)[/s]",,"Inflige daño, 4 de veneno y retroceso a las unidades cercanas.
Habrá consecuencias permanentes por lanzar este hechizo...
[s:.7](Se puede lanzar una vez por turno).[/s]","Inflige des dégâts, Poison&nbsp;+4&nbsp;et projette dans les airs les unités à proximité. Lancer ce sort causera des conséquences permanentes... [s:.7](Une fois par tour.)[/s]","Verursache Schaden, Gift&nbsp;4 und stoße Einheiten in der Nähe in die Höhe.
Für das Verwenden dieses Zaubers gibt es bleibende Konsequenzen&nbsp;…
[s:.7](Einmal pro Zug verwendbar.)[/s]","Infliggi danno, Veleno 4 e genera Contraccolpo in Aria per le unità vicine.
Ci saranno conseguenze permanenti per aver lanciato questo incantesimo...
[s:.7](Lanciabile una volta per turno.)[/s]","Cause dano, aplique veneno 4 e engravide unidades próximas.
Haverá consequências permanentes ao lançar este encantamento...
[s:.7](Um lançamento por turno.)[/s]"
ABILITY_FORRBIDDENFART2_DESC,"Damage, Inflict Poison 6 and Knock Up nearby units in a larger area.
There will be permanent consequences for casting this spell…
[s:.7](Castable once per turn.)[/s]",,"Inflige daño, 6 de veneno y retroceso a las unidades cercanas en un área más amplia.
Habrá consecuencias permanentes por lanzar este hechizo...
[s:.7](Se puede lanzar una vez por turno).[/s]","Inflige des dégâts, Poison&nbsp;+6&nbsp;et projette dans les airs les unités à proximité dans une vaste zone. Lancer ce sort causera des conséquences permanentes... [s:.7](Une fois par tour.)[/s]","Verursache Schaden, Gift&nbsp;4 und stoße Einheiten in einem größeren Bereich in die Höhe.
Für das Verwenden dieses Zaubers gibt es bleibende Konsequenzen&nbsp;…
[s:.7](Einmal pro Zug verwendbar.)[/s]","Infliggi danno, Veleno 6 e genera Contraccolpo in Aria per le unità vicine.
Ci saranno conseguenze permanenti per aver lanciato questo incantesimo...
[s:.7](Lanciabile una volta per turno.)[/s]","Cause dano, aplique veneno 6 e engravide unidades próximas.
Haverá consequências permanentes ao lançar este encantamento...
[s:.7](Um lançamento por turno.)[/s]"
ABILITY_WETHAIRBALL_NAME,Wet Hairball,,Bola de pelo mojada,Boule de poils mouillée,Feuchter Haarballen,Palla di Pelo Bagnata,Bola de Pelos Molhada
ABILITY_WETHAIRBALL_DESC,Shoot a wet hairball that deals damage in an area.,,Dispara una bola de pelo mojada que inflige daño en un área.,Tire une boule de poils mouillée qui inflige des dégâts en zone.,"Schieße einen feuchten Haarballen, der Flächenschaden verursacht.",Spari una palla di pelo bagnata che infligge danno in un'area.,Dispare uma bola de pelos molhada que causa dano em uma área.
ABILITY_WETHAIRBALL2_DESC,Shoot a wet hairball that deals more damage in an area.,,Dispara una bola de pelo mojada que inflige más daño en un área.,Tire une boule de poils mouillée qui inflige plus de dégâts en zone.,"Schieße einen feuchten Haarballen, der größeren Flächenschaden verursacht.",Spari una palla di pelo bagnata che infligge più danno in un'area.,Dispare uma bola de pelos molhada que causa mais dano em uma área.
//medic,,,,,,,
ABILITY_HEALINGWORD_NAME,Healing Word,,Palabra curativa,Mot guérisseur,Heilendes Wort,Parola Guaritrice,Palavra Curativa
ABILITY_HEALINGWORD_DESC,Heal a unit at range.,,Cura a una unidad dentro del alcance.,Soigne une unité à portée.,Heile eine Einheit aus der Ferne.,Curi un'unità a distanza.,Cure uma unidade à distância.
ABILITY_HEALINGWORD2_DESC,Heal other units in an area at range.,,Cura a otras unidades en un área dentro del alcance.,Soigne des unités à portée en zone.,Heile Einheiten in einem bestimmten Bereich aus der Ferne.,Curi altre unità in un'area a distanza.,Cure à distância outras unidades em uma área.
ABILITY_CUREWOUNDS_NAME,Cure Wounds,,Curación de heridas,Premiers soins,Wunden heilen,Cura Ferite,Curar Feridas
ABILITY_CUREWOUNDS_DESC,Heal an adjacent unit.,,Cura a una unidad adyacente.,Soigne une unité adjacente.,Heile eine benachbarte Einheit.,Curi un'unità adiacente.,Cure uma unidade adjacente.
ABILITY_CUREWOUNDS2_DESC,Heal all adjacent units.,,Cura a todas las unidades adyacentes.,Soigne toutes les unités adjacentes.,Heile alle benachbarten Einheiten.,Curi tutte le unità adiacenti.,Cure todas as unidades adjacentes.
ABILITY_MALAISE_NAME,Malaise,,Malestar,Malaise,Unwohl,Malessere,Indisposição
ABILITY_MALAISE_DESC,Inflict Weakness on units in an area.,,Inflige debilidad a las unidades en un área.,Inflige Vulnérabilité à des unités dans une zone.,Verursache Schwäche bei Einheiten in einem bestimmten Bereich.,Infliggi Debolezza alle unità in un'area.,Aplique fraqueza em unidades em uma área.
